id,Name,division,d_index,metric,urban,mostly,rural,Expenditure_per_pupil,census,pct_frpl,pct_apib,pct_adv,pct_hisp,pct_ai_na,pct_asian,pct_black,pct_nwopi,pct_white,pct_2more,pct_rural,n_Advanced,n_ADV FRPL,n_ADV LEP,n_ADV NA,n_ADV Asian,n_ADV Black,n_ADV Latinx,n_ADV White,pct_nonwhite_adv
119,Northumberland County,7,0.270127072,0.923076923,0,0,1,9219,12330,0.621553885,0.276942356,NA,0.020050125,0,0.007518797,0.063909774,0,0.84962406,0.058897243,100,28,0,0,0,0,0,0,24,14.28571429
120,Petersburg city,NA,0.166344235,NA,1,0,0,12443,32420,0.707032181,0.005721097,NA,0.049821216,0.001430274,0.00476758,0.911323004,0.001907032,0.024553039,0.005721097,2.1,62,22,0,0,0,52,0,0,100
121,Portsmouth city,2,0.44238397,1.153846154,1,0,0,11912,95535,0.637631634,0.011855778,NA,0.033823837,0.003486994,0.008717484,0.718669363,0.003208034,0.196526954,0.035567334,0,323,145,0,0,0,198,0,102,68.42105263
122,Radford city,7,0.406854721,1.615384615,1,0,0,10652,16408,0.490390577,0.102293862,NA,0.052696838,0,0.008679479,0.096094234,6.20E-04,0.757594544,0.084314941,2.9,56,0,0,0,0,0,0,50,10.71428571
123,Richmond city,1,0.483017469,2.692307692,1,0,0,14497,204214,0.613312013,0.02086748,NA,0.154387368,0.001399161,0.012112732,0.691345193,4.40E-04,0.121127324,0.019188487,0,358,168,0,0,0,266,17,68,81.00558659
124,Roanoke city,6,0.65183636,1.769230769,1,0,0,13356,97032,0.611328692,0.036988686,NA,0.121845083,0.002393386,0.029445895,0.448796055,5.80E-04,0.360095735,0.036843632,0,282,103,0,0,0,86,29,148,47.5177305
126,Staunton city,5,0.525669802,2.076923077,1,0,0,11478,23746,0.468345057,0.067382451,NA,0.055164754,0.001851166,0.010736764,0.156978897,3.70E-04,0.65790448,0.116993706,3.7,81,24,0,0,0,11,0,60,25.92592593
127,Suffolk city,2,0.58857241,2.384615385,1,0,0,10767,84585,0.487290201,0.027299951,NA,0.056201685,0.002158925,0.0158089,0.550107946,0.001741068,0.320147643,0.053833832,21.6,395,93,0,0,0,198,20,150,62.02531646
128,Virginia Beach city,2,0.680335568,2.153846154,1,0,0,12022,437994,0.414431914,0.109210564,NA,0.113341837,0.00229032,0.060360073,0.237729394,0.005044502,0.487736642,0.093497231,1.5,2947,639,0,0,242,521,279,1686,42.78927723
130,Waynesboro city,5,0.62781412,2.076923077,1,0,0,11881,21006,0.545954693,0.030744337,NA,0.152750809,0.001618123,0.011326861,0.164724919,6.47E-04,0.555987055,0.111650485,2.5,90,32,0,0,0,13,0,66,26.66666667
131,Williamsburg city,2,0.603560664,1.769230769,1,0,0,11831,14067,0.34539779,0.114654518,NA,0.116848055,0.003627774,0.027250485,0.170842825,0.00185607,0.589302286,0.074580275,0,548,68,0,0,18,56,36,406,25.91240876
132,Winchester city,4,0.684023408,1.769230769,1,0,0,13638,26203,0.661345496,0.123831243,NA,0.364880274,0.007981756,0.021208666,0.114253136,6.84E-04,0.401596351,0.089395667,0,134,38,0,0,0,0,28,86,35.82089552
135,Franklin city,2,0.286499899,1.538461538,1,0,0,13902,8582,0.657730116,0.047363718,NA,0.016979446,0.002680965,0.00714924,0.837354781,8.94E-04,0.105451296,0.029490617,3.3,31,13,0,0,0,22,0,0,100
136,Chesapeake city,2,0.652609096,2.153846154,1,0,0,11616,222209,0.359750098,0.070666076,0.574730842,0.09113046,0.002877804,0.027695789,0.327503935,0.00182015,0.474985242,0.073740653,7.6,1815,334,0,0,61,473,135,1023,43.63636364
137,Lexington city,NA,0.391984164,NA,1,0,0,10339,7042,0.172815534,0,NA,0.077669903,0,0.040776699,0.093203883,0,0.768932039,0.019417476,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,Salem city,6,0.414281033,1.538461538,1,0,0,11038,24802,0.361244624,0.141158614,NA,0.052365292,0.00101189,0.021249684,0.125474323,7.59E-04,0.751328105,0.047811789,0,177,28,0,0,0,10,0,146,17.51412429
142,Poquoson city,2,0.179918948,1.846153846,1,0,0,11109,12150,0.197275716,0.079379991,NA,0.028651949,0.004697041,0.019257868,0.007045561,0.004227337,0.90465007,0.020197276,6.5,133,14,0,0,0,0,0,118,11.27819549
143,Manassas city,4,0.54659526,2.384615385,1,0,0,13127,37821,0.618030691,0.066112532,NA,0.642455243,0.003964194,0.035933504,0.10741688,0.00140665,0.159207161,0.049616368,0,225,67,0,0,16,23,97,72,68
144,Manassas Park city,4,0.571956208,1.846153846,1,0,0,10972,14273,0.610260543,0.080042976,NA,0.619392963,0.001611604,0.058823529,0.096696213,5.37E-04,0.169486973,0.053451518,0,121,48,0,0,13,11,56,38,68.59504132
202,Colonial Beach,NA,0.542651367,NA,NA,NA,NA,11669,NA,0.5140625,0.10625,0.529411765,0.03125,0.00625,0.009375,0.2109375,0.003125,0.6328125,0.10625,NA,27,20,0,0,0,0,0,17,37.03703704
207,Westpoint,3,0.462890388,1.307692308,NA,NA,NA,12898,NA,0.336206897,0.25862069,NA,0.052955665,0.00862069,0.022167488,0.107142857,0,0.716748768,0.092364532,NA,49,0,0,0,0,0,0,43,12.24489796
218,Virginia School for the Deaf and Blind-Staunton,NA,0.696322336,NA,NA,NA,NA,NA,NA,0.639534884,NA,NA,0.162790698,0,0.081395349,0.337209302,0,0.395348837,0.023255814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,Dept of juvenile justice,NA,0.421972401,NA,NA,NA,NA,NA,NA,1,NA,NA,0.131386861,0,0,0.737226277,0,0.131386861,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Fairfax City,NA,NA,NA,1,0,0,NA,22565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
