School,SCHID,LEA,class,dindex,pctwhite,pctblack,schoolsum,pctlatinx
Colonial Beach High,01957,COLONIAL BEACH PBLC SCHS,gate,0.3203125,0.8125,0,16,NA
Colonial Beach High,01957,COLONIAL BEACH PBLC SCHS,apany,0.5578231292517006,0.6190476190476191,0.047619047619047616,21,0.14285714285714285
Colonial Beach High,01957,COLONIAL BEACH PBLC SCHS,alg2,0.38062283737024216,0.7647058823529411,0.17647058823529413,17,0
Colonial Beach High,01957,COLONIAL BEACH PBLC SCHS,enr,0.5146497849200551,0.6621621621621622,0.18468468468468469,222,0.03153153153153153
Colonial Heights High,00361,COLONIAL HEIGHTS CITY PBLC SCHS,alg11112,0.8347107438016529,0.6666666666666667,0.33333333333333337,11,NA
Colonial Heights High,00361,COLONIAL HEIGHTS CITY PBLC SCHS,alg10910,0.7370239999999999,0.6505376344086021,0.2096774193548387,250,NA
Colonial Heights High,00361,COLONIAL HEIGHTS CITY PBLC SCHS,chem,0.46030864197530874,0.7166666666666667,0.13333333333333336,180,0.07222222222222222
Colonial Heights High,00361,COLONIAL HEIGHTS CITY PBLC SCHS,bio,0.4889601025476687,0.6860759493670886,0.1848101265822785,395,0.06329113924050633
Colonial Heights High,00361,COLONIAL HEIGHTS CITY PBLC SCHS,gate,0.24096385542168675,0.8674698795180723,0.024096385542168676,83,NA
Colonial Heights High,00361,COLONIAL HEIGHTS CITY PBLC SCHS,apany,0.3813947134758555,0.7768595041322314,0.049586776859504134,121,0.04132231404958678
Colonial Heights High,00361,COLONIAL HEIGHTS CITY PBLC SCHS,alg2,0.4446366782006921,0.7279411764705882,0.13970588235294118,136,0.051470588235294115
Colonial Heights High,00361,COLONIAL HEIGHTS CITY PBLC SCHS,enr,0.49772745718691647,0.6801801801801802,0.1813063063063063,888,0.060810810810810814
Covington High,00367,COVINGTON CITY PBLC SCHS,alg11112,0.75,1,0,4,NA
Covington High,00367,COVINGTON CITY PBLC SCHS,alg10910,0.6262646300337235,0.65,0.31666666666666665,71,NA
Covington High,00367,COVINGTON CITY PBLC SCHS,alg108,0,1,0,17,NA
Covington High,00367,COVINGTON CITY PBLC SCHS,chem,0.43333333333333346,0.7333333333333333,0.13333333333333336,30,0.03333333333333333
Covington High,00367,COVINGTON CITY PBLC SCHS,bio,0.4051398337112624,0.746031746031746,0.19047619047619047,63,0.031746031746031744
Covington High,00367,COVINGTON CITY PBLC SCHS,gate,0.18836565096952906,0.8947368421052632,0.10526315789473684,19,NA
Covington High,00367,COVINGTON CITY PBLC SCHS,apany,0,1,0,6,0
Covington High,00367,COVINGTON CITY PBLC SCHS,alg2,0.45179063360881544,0.696969696969697,0.24242424242424243,33,0.06060606060606061
Covington High,00367,COVINGTON CITY PBLC SCHS,enr,0.43876149371364237,0.726027397260274,0.16986301369863016,365,0.03561643835616438
Craig County High,02111,CRAIG CO PBLC SCHS,alg11112,0.75,1,0,2,NA
Craig County High,02111,CRAIG CO PBLC SCHS,alg10910,0.3950617283950617,1,0,18,NA
Craig County High,02111,CRAIG CO PBLC SCHS,alg108,0,1,0,10,NA
Craig County High,02111,CRAIG CO PBLC SCHS,chem,0,1,0,27,0
Craig County High,02111,CRAIG CO PBLC SCHS,bio,0,1,0,58,0
Craig County High,02111,CRAIG CO PBLC SCHS,gate,0,1,0,1,NA
Craig County High,02111,CRAIG CO PBLC SCHS,apany,0,1,0,47,0
Craig County High,02111,CRAIG CO PBLC SCHS,alg2,0.03998334027488548,0.9795918367346939,0,49,0.02040816326530612
Craig County High,02111,CRAIG CO PBLC SCHS,enr,0.055517659238096595,0.9716713881019831,0.005665722379603399,353,0.0169971671388102
Crossroads Alternative/Bristol City,02357,CROSSROADS ALTERNATIVE/BRISTOL CITY,alg11112,0.5,0.5,0.5,2,NA
Crossroads Alternative/Bristol City,02357,CROSSROADS ALTERNATIVE/BRISTOL CITY,alg10910,0,1,0,3,NA
Crossroads Alternative/Bristol City,02357,CROSSROADS ALTERNATIVE/BRISTOL CITY,bio,0,1,0,3,0
Crossroads Alternative/Bristol City,02357,CROSSROADS ALTERNATIVE/BRISTOL CITY,enr,0.46,0.7,0.2,10,0.1
Culpeper County High,00376,CULPEPER CO PBLC SCHS,alg11112,0.7530864197530864,0.6666666666666666,0,9,NA
Culpeper County High,00376,CULPEPER CO PBLC SCHS,alg10910,0.765829081632653,0.5336322869955157,0.16591928251121077,280,NA
Culpeper County High,00376,CULPEPER CO PBLC SCHS,chem,0.45622857142857154,0.7142857142857143,0.08571428571428572,175,0.16
Culpeper County High,00376,CULPEPER CO PBLC SCHS,bio,0.5651474671048331,0.6137787056367432,0.1336116910229645,479,0.19624217118997914
Culpeper County High,00376,CULPEPER CO PBLC SCHS,gate,0.40095181439619276,0.7642276422764228,0.05691056910569106,123,NA
Culpeper County High,00376,CULPEPER CO PBLC SCHS,apany,0.44669828129711353,0.7277486910994765,0.05759162303664921,191,0.13089005235602094
Culpeper County High,00376,CULPEPER CO PBLC SCHS,alg2,0.5053890073195093,0.6756756756756757,0.09266409266409266,259,0.16602316602316602
Culpeper County High,00376,CULPEPER CO PBLC SCHS,enr,0.5449589100021508,0.6365173288250211,0.12003381234150465,1183,0.1834319526627219
Eastern View High,02758,CULPEPER CO PBLC SCHS,alg11112,0.8672839506172839,0.45454545454545453,0.27272727272727276,18,NA
Eastern View High,02758,CULPEPER CO PBLC SCHS,alg10910,0.7721461235662979,0.4820717131474104,0.21513944223107567,307,NA
Eastern View High,02758,CULPEPER CO PBLC SCHS,chem,0.5767045454545455,0.6079545454545454,0.11363636363636363,176,0.19318181818181818
Eastern View High,02758,CULPEPER CO PBLC SCHS,bio,0.61852518184126,0.5548172757475083,0.16445182724252494,602,0.20764119601328904
Eastern View High,02758,CULPEPER CO PBLC SCHS,gate,0.4277417725780658,0.7431192660550459,0.05504587155963303,109,NA
Eastern View High,02758,CULPEPER CO PBLC SCHS,apany,0.5491868622448979,0.6428571428571429,0.1026785714285714,224,0.14732142857142858
Eastern View High,02758,CULPEPER CO PBLC SCHS,alg2,0.578701503056926,0.6072874493927126,0.12550607287449395,247,0.17813765182186236
Eastern View High,02758,CULPEPER CO PBLC SCHS,enr,0.6212391461425345,0.5518831667947732,0.16833205226748654,1301,0.20599538816295157
Cumberland High,00057,CUMBERLAND CO PBLC SCHS,alg11112,NaN,NaN,NaN,0,NA
Cumberland High,00057,CUMBERLAND CO PBLC SCHS,alg10910,0.657844387755102,0.6222222222222222,0.3777777777777777,56,NA
Cumberland High,00057,CUMBERLAND CO PBLC SCHS,chem,0.5249307479224377,0.5,0.47368421052631576,76,0
Cumberland High,00057,CUMBERLAND CO PBLC SCHS,bio,0.5792871900826445,0.4090909090909091,0.5,88,0.03409090909090909
Cumberland High,00057,CUMBERLAND CO PBLC SCHS,gate,0.5355029585798816,0.6153846153846154,0.2692307692307692,26,NA
Cumberland High,00057,CUMBERLAND CO PBLC SCHS,alg2,0.5663999999999998,0.52,0.4,75,0.04
Cumberland High,00057,CUMBERLAND CO PBLC SCHS,enr,0.5660470227329959,0.5095693779904307,0.4138755980861244,418,0.050239234449760764
George Washington High,00390,DANVILLE CITY PBLC SCHS,alg11112,0.3818359375,0.06896551724137931,0.8620689655172413,32,NA
George Washington High,00390,DANVILLE CITY PBLC SCHS,alg10910,0.40758258994216257,0.1457286432160804,0.7638190954773869,202,NA
George Washington High,00390,DANVILLE CITY PBLC SCHS,chem,0.4434133091896786,0.2127659574468085,0.7127659574468085,94,0.05319148936170213
George Washington High,00390,DANVILLE CITY PBLC SCHS,bio,0.4546950293228033,0.18259023354564757,0.7112526539278131,471,0.0743099787685775
George Washington High,00390,DANVILLE CITY PBLC SCHS,gate,0.6174,0.46,0.4,100,NA
George Washington High,00390,DANVILLE CITY PBLC SCHS,apany,0.6621573513705945,0.5094339622641509,0.22641509433962265,53,0.09433962264150944
George Washington High,00390,DANVILLE CITY PBLC SCHS,alg2,0.492271105826397,0.2,0.6758620689655173,145,0.10344827586206896
George Washington High,00390,DANVILLE CITY PBLC SCHS,enr,0.43678054492722035,0.16678966789667896,0.7276752767527676,1355,0.07380073800738007
Galileo Magnet High,02261,DANVILLE CITY PBLC SCHS,alg11112,0.4444444444444444,0.6666666666666666,0.3333333333333333,3,NA
Galileo Magnet High,02261,DANVILLE CITY PBLC SCHS,alg10910,0.48396694214876035,0.18867924528301888,0.7169811320754718,55,NA
Galileo Magnet High,02261,DANVILLE CITY PBLC SCHS,chem,0.5791735537190082,0.5818181818181818,0.2727272727272727,55,0.03636363636363636
Galileo Magnet High,02261,DANVILLE CITY PBLC SCHS,bio,0.6220703125,0.4375,0.421875,128,0.078125
Galileo Magnet High,02261,DANVILLE CITY PBLC SCHS,gate,0.6574394463667821,0.5,0.2647058823529412,34,NA
Galileo Magnet High,02261,DANVILLE CITY PBLC SCHS,apany,0.4672206832871654,0.7017543859649122,0.12280701754385964,57,0
Galileo Magnet High,02261,DANVILLE CITY PBLC SCHS,alg2,0.5999242519883854,0.47191011235955055,0.41573033707865176,89,0.0449438202247191
Galileo Magnet High,02261,DANVILLE CITY PBLC SCHS,enr,0.6248089629416834,0.44406779661016954,0.4135593220338983,295,0.057627118644067804
Yvonne B. Miller High School,02967,DEPARTMENT OF JUVENILE JUSTICE,alg11112,0.7899999999999999,0.28571428571428575,0.5714285714285714,10,NA
Yvonne B. Miller High School,02967,DEPARTMENT OF JUVENILE JUSTICE,alg10910,0.7575757575757576,0.10000000000000002,0.8,33,NA
Ridgeview High School,02981,DICKENSON CO PBLC SCHS,alg11112,0,1,0,2,NA
Ridgeview High School,02981,DICKENSON CO PBLC SCHS,alg10910,0,1,0,118,NA
Ridgeview High School,02981,DICKENSON CO PBLC SCHS,chem,0,1,0,71,0
Ridgeview High School,02981,DICKENSON CO PBLC SCHS,bio,0.024158900125586635,0.9878048780487805,0.0040650406504065045,246,0.008130081300813009
Ridgeview High School,02981,DICKENSON CO PBLC SCHS,gate,0,1,0,52,NA
Ridgeview High School,02981,DICKENSON CO PBLC SCHS,apany,0.05551020408163265,0.9714285714285714,0.02857142857142857,35,0
Ridgeview High School,02981,DICKENSON CO PBLC SCHS,alg2,0,1,0,96,0
Ridgeview High School,02981,DICKENSON CO PBLC SCHS,enr,0.030551150522670656,0.9845626072041166,0.0068610634648370505,583,0.005145797598627788
Dinwiddie County High,00410,DINWIDDIE CO PBLC SCHS,alg11112,0.6388888888888888,0.6000000000000001,0.4,6,NA
Dinwiddie County High,00410,DINWIDDIE CO PBLC SCHS,alg10910,0.7492093945016023,0.44939271255060725,0.42105263157894735,308,NA
Dinwiddie County High,00410,DINWIDDIE CO PBLC SCHS,chem,0.5685134169982655,0.5858585858585859,0.2828282828282828,99,0.04040404040404041
Dinwiddie County High,00410,DINWIDDIE CO PBLC SCHS,bio,0.5791722584725502,0.5215419501133787,0.38095238095238093,441,0.05215419501133787
Dinwiddie County High,00410,DINWIDDIE CO PBLC SCHS,gate,0.4898765432098765,0.6777777777777778,0.2111111111111111,90,NA
Dinwiddie County High,00410,DINWIDDIE CO PBLC SCHS,apany,0.5334638661445354,0.6415094339622641,0.2169811320754717,106,0.07547169811320754
Dinwiddie County High,00410,DINWIDDIE CO PBLC SCHS,alg2,0.5639225549674549,0.5762081784386617,0.3159851301115242,269,0.03717472118959108
Dinwiddie County High,00410,DINWIDDIE CO PBLC SCHS,enr,0.5954304874774875,0.5096227867590454,0.37259430331023863,1299,0.061585835257890686
Northern Virginia Juvenile Detention Home,02376,DOE SOP EDUC PROGRAMS,alg11112,0.8888888888888888,0,0,3,NA
Northern Virginia Juvenile Detention Home,02376,DOE SOP EDUC PROGRAMS,alg10910,0.84375,0,0.25,8,NA
Highlands Juvenile Detention Home,02377,DOE SOP EDUC PROGRAMS,alg11112,0.75,1,0,2,NA
Highlands Juvenile Detention Home,02377,DOE SOP EDUC PROGRAMS,alg10910,0.75,1,0,8,NA
Blue Ridge Juvenile Detention Home,02378,DOE SOP EDUC PROGRAMS,alg11112,NaN,NaN,NaN,0,NA
Blue Ridge Juvenile Detention Home,02378,DOE SOP EDUC PROGRAMS,alg10910,0.5,0.5,0.5,2,NA
Blue Ridge Juvenile Detention Home,02378,DOE SOP EDUC PROGRAMS,alg108,0,1,0,1,NA
Tidewater Juvenile Detention Home - Chesapeake,02379,DOE SOP EDUC PROGRAMS,alg11112,0,0,1,5,NA
Tidewater Juvenile Detention Home - Chesapeake,02379,DOE SOP EDUC PROGRAMS,alg10910,0.375,0.25,0.75,12,NA
Chesterfield Juvenile Detention Home,02380,DOE SOP EDUC PROGRAMS,alg11112,NaN,NaN,NaN,0,NA
Chesterfield Juvenile Detention Home,02380,DOE SOP EDUC PROGRAMS,alg10910,0.7222222222222222,0.25,0.75,6,NA
W.W. Moore Jr. Juvenile Detention Home,02382,DOE SOP EDUC PROGRAMS,alg11112,0.75,0,1,2,NA
W.W. Moore Jr. Juvenile Detention Home,02382,DOE SOP EDUC PROGRAMS,alg10910,0.6666666666666665,0.14285714285714282,0.7142857142857143,9,NA
Fairfax Juvenile Detention Home,02383,DOE SOP EDUC PROGRAMS,alg11112,NaN,NaN,NaN,0,NA
Fairfax Juvenile Detention Home,02383,DOE SOP EDUC PROGRAMS,alg10910,0.7777777777777777,0,0.125,15,NA
Henrico Juvenile Detention Home - James River,02386,DOE SOP EDUC PROGRAMS,alg11112,0,0,1,1,NA
Henrico Juvenile Detention Home - James River,02386,DOE SOP EDUC PROGRAMS,alg10910,0.5501730103806228,0.21428571428571427,0.7857142857142857,17,NA
Loudoun Co. Juvenile Detention Home,02388,DOE SOP EDUC PROGRAMS,alg11112,0,0,0,1,NA
Loudoun Co. Juvenile Detention Home,02388,DOE SOP EDUC PROGRAMS,alg10910,0.6632653061224492,0.1,0.1,14,NA
Lynchburg Juvenile Detention Home,02389,DOE SOP EDUC PROGRAMS,alg11112,0.5,0.5,0.5,2,NA
Lynchburg Juvenile Detention Home,02389,DOE SOP EDUC PROGRAMS,alg10910,0.546875,0.2857142857142857,0.7142857142857143,8,NA
New River Valley Juvenile Detention Home,02390,DOE SOP EDUC PROGRAMS,alg11112,NaN,NaN,NaN,0,NA
New River Valley Juvenile Detention Home,02390,DOE SOP EDUC PROGRAMS,alg10910,0.7777777777777777,0.5,0.5,3,NA
Newport News Juvenile Detention Home,02391,DOE SOP EDUC PROGRAMS,alg11112,NaN,NaN,NaN,0,NA
Newport News Juvenile Detention Home,02391,DOE SOP EDUC PROGRAMS,alg10910,0.20761245674740492,0.11764705882352941,0.8823529411764706,17,NA
Newport News Juvenile Detention Home,02391,DOE SOP EDUC PROGRAMS,alg108,0,0,1,1,NA
Norfolk Juvenile Detention Center,02392,DOE SOP EDUC PROGRAMS,alg11112,NaN,NaN,NaN,0,NA
Norfolk Juvenile Detention Center,02392,DOE SOP EDUC PROGRAMS,alg10910,0.58984375,0.15384615384615385,0.7692307692307693,16,NA
Piedmont Regional Juvenile Detention Center,02393,DOE SOP EDUC PROGRAMS,alg11112,NaN,NaN,NaN,0,NA
Piedmont Regional Juvenile Detention Center,02393,DOE SOP EDUC PROGRAMS,alg10910,0,0,1,1,NA
Crater Juvenile Detention Home,02394,DOE SOP EDUC PROGRAMS,alg11112,NaN,NaN,NaN,0,NA
Crater Juvenile Detention Home,02394,DOE SOP EDUC PROGRAMS,alg10910,0.5277777777777778,0.8,0.2,6,NA
Richmond Juvenile Detention Home,02395,DOE SOP EDUC PROGRAMS,alg11112,0,0,1,2,NA
Richmond Juvenile Detention Home,02395,DOE SOP EDUC PROGRAMS,alg10910,0.16635160680529315,0,1,23,NA
Roanoke Valley Juvenile Detention Home,02396,DOE SOP EDUC PROGRAMS,alg11112,NaN,NaN,NaN,0,NA
Roanoke Valley Juvenile Detention Home,02396,DOE SOP EDUC PROGRAMS,alg10910,0.691358024691358,0.4285714285714286,0.5714285714285715,9,NA
Rappahannock Juvenile Detention Home,02397,DOE SOP EDUC PROGRAMS,alg11112,NaN,NaN,NaN,0,NA
Rappahannock Juvenile Detention Home,02397,DOE SOP EDUC PROGRAMS,alg10910,0.7857142857142858,0.39999999999999997,0.5000000000000001,14,NA
Shenandoah Valley Juvenile Detention Home,02398,DOE SOP EDUC PROGRAMS,alg11112,NaN,NaN,NaN,0,NA
Shenandoah Valley Juvenile Detention Home,02398,DOE SOP EDUC PROGRAMS,alg10910,0.8367346938775511,0.5,0.5,7,NA
Shenandoah Valley Juvenile Detention Home,02398,DOE SOP EDUC PROGRAMS,alg108,0,1,0,1,NA
Middle Peninsula Juvenile Detention Home,02399,DOE SOP EDUC PROGRAMS,alg11112,NaN,NaN,NaN,0,NA
Middle Peninsula Juvenile Detention Home,02399,DOE SOP EDUC PROGRAMS,alg10910,0.4444444444444445,0.3333333333333333,0.6666666666666666,6,NA
Prince William Juv. Detention Home,02403,DOE SOP EDUC PROGRAMS,alg11112,0.7777777777777777,0.5,0,3,NA
Prince William Juv. Detention Home,02403,DOE SOP EDUC PROGRAMS,alg10910,0.8855555555555557,0.058823529411764705,0.23529411764705882,30,NA
Virginia Beach Juvenile Detention Home,02476,DOE SOP EDUC PROGRAMS,alg11112,NaN,NaN,NaN,0,NA
Virginia Beach Juvenile Detention Home,02476,DOE SOP EDUC PROGRAMS,alg10910,0.5017301038062283,0,1,17,NA
Enterprise Academy/Newport News City,02348,ENTERPRISE ACADEMY/NEWPORT NEWS CITY,alg11112,0.4444444444444445,0,0.6666666666666666,3,NA
Enterprise Academy/Newport News City,02348,ENTERPRISE ACADEMY/NEWPORT NEWS CITY,alg10910,0.43213296398891976,0.17647058823529413,0.823529411764706,38,NA
Enterprise Academy/Newport News City,02348,ENTERPRISE ACADEMY/NEWPORT NEWS CITY,alg108,0.4375,0,1,8,NA
Enterprise Academy/Newport News City,02348,ENTERPRISE ACADEMY/NEWPORT NEWS CITY,bio,0.47500000000000003,0.15,0.7,40,0.05
Enterprise Academy/Newport News City,02348,ENTERPRISE ACADEMY/NEWPORT NEWS CITY,alg2,0,0,1,6,0
Enterprise Academy/Newport News City,02348,ENTERPRISE ACADEMY/NEWPORT NEWS CITY,enr,0.5968858131487889,0.14705882352941177,0.5882352941176471,34,0.11764705882352941
Essex High,00419,ESSEX CO PBLC SCHS,alg11112,0.7755102040816326,0.2,0.6000000000000001,7,NA
Essex High,00419,ESSEX CO PBLC SCHS,alg10910,0.7009162816195473,0.23655913978494625,0.6129032258064516,113,NA
Essex High,00419,ESSEX CO PBLC SCHS,alg108,0.37037037037037024,0.7777777777777778,0.1111111111111111,9,NA
Essex High,00419,ESSEX CO PBLC SCHS,chem,0.529320987654321,0.22222222222222224,0.6388888888888888,36,0
Essex High,00419,ESSEX CO PBLC SCHS,bio,0.5952263374485597,0.3111111111111111,0.5481481481481482,135,0.05925925925925926
Essex High,00419,ESSEX CO PBLC SCHS,gate,0.37157496101581644,0.7761194029850746,0.13432835820895522,67,NA
Essex High,00419,ESSEX CO PBLC SCHS,apany,0.6464000000000001,0.48,0.32,25,0.12
Essex High,00419,ESSEX CO PBLC SCHS,alg2,0.57275390625,0.46875,0.453125,64,0.03125
Essex High,00419,ESSEX CO PBLC SCHS,enr,0.6110464132501219,0.36247723132969034,0.4990892531876138,549,0.04735883424408015
Chantilly High,00059,FAIRFAX CO PBLC SCHS,alg11112,0.9475,0.33333333333333326,0.22222222222222227,20,NA
Chantilly High,00059,FAIRFAX CO PBLC SCHS,alg10910,0.8827705250259215,0.37362637362637363,0.10256410256410257,412,NA
Chantilly High,00059,FAIRFAX CO PBLC SCHS,chem,0.671929210089809,0.36632390745501286,0.06298200514138817,778,0.11953727506426735
Chantilly High,00059,FAIRFAX CO PBLC SCHS,bio,0.6835958900598996,0.4119530416221985,0.06296691568836713,937,0.14087513340448238
Chantilly High,00059,FAIRFAX CO PBLC SCHS,apany,0.6299840254001494,0.37970253718285213,0.04111986001749781,1143,0.07174103237095363
Chantilly High,00059,FAIRFAX CO PBLC SCHS,alg2,0.672375460600907,0.412202380952381,0.049107142857142856,672,0.14285714285714288
Chantilly High,00059,FAIRFAX CO PBLC SCHS,enr,0.6859752292833374,0.41081081081081083,0.06342342342342343,2775,0.1390990990990991
Fairfax County Adult High,00422,FAIRFAX CO PBLC SCHS,alg11112,0.75,0,0,4,NA
Fairfax County Adult High,00422,FAIRFAX CO PBLC SCHS,alg10910,NaN,NaN,NaN,0,NA
Fairfax County Adult High,00422,FAIRFAX CO PBLC SCHS,bio,0.625,0.5,0.25,4,0
Fairfax County Adult High,00422,FAIRFAX CO PBLC SCHS,alg2,0.625,0.25,0,4,0.5
Fairfax County Adult High,00422,FAIRFAX CO PBLC SCHS,enr,0.619140625,0.0625,0.09375,32,0.5625
Annandale High,00423,FAIRFAX CO PBLC SCHS,alg11112,0.8313436385255648,0.027777777777777776,0.08333333333333333,145,NA
Annandale High,00423,FAIRFAX CO PBLC SCHS,alg10910,0.8594897777777778,0.0974477958236659,0.14849187935034802,750,NA
Annandale High,00423,FAIRFAX CO PBLC SCHS,chem,0.7271488950609829,0.15164835164835164,0.17142857142857143,455,0.3934065934065934
Annandale High,00423,FAIRFAX CO PBLC SCHS,bio,0.7092101814748053,0.14710042432814713,0.173974540311174,707,0.4328147100424329
Annandale High,00423,FAIRFAX CO PBLC SCHS,apany,0.7270408163265307,0.2142857142857143,0.07142857142857142,28,0.3928571428571429
Annandale High,00423,FAIRFAX CO PBLC SCHS,alg2,0.7196537396121884,0.15789473684210525,0.1736842105263158,380,0.40789473684210525
Annandale High,00423,FAIRFAX CO PBLC SCHS,enr,0.7014386849530331,0.15626466447677145,0.15579540122008448,2131,0.45190051618958227
Edison High,00461,FAIRFAX CO PBLC SCHS,alg11112,0.8773437500000001,0.05128205128205128,0.15384615384615383,80,NA
Edison High,00461,FAIRFAX CO PBLC SCHS,alg10910,0.8648681879404679,0.1768953068592058,0.23826714801444046,423,NA
Edison High,00461,FAIRFAX CO PBLC SCHS,chem,0.7628987514782218,0.2821497120921305,0.21113243761996164,521,0.29750479846449135
Edison High,00461,FAIRFAX CO PBLC SCHS,bio,0.7483467817601802,0.22876712328767124,0.23150684931506849,730,0.3547945205479452
Edison High,00461,FAIRFAX CO PBLC SCHS,apany,0.6734693877551022,0.42857142857142855,0.07142857142857144,14,0.07142857142857142
Edison High,00461,FAIRFAX CO PBLC SCHS,alg2,0.7614914689118889,0.28107074569789675,0.2390057361376673,523,0.28489483747609945
Edison High,00461,FAIRFAX CO PBLC SCHS,enr,0.7486629248395179,0.2512147716229349,0.21477162293488825,2058,0.34839650145772594
Fairfax High,00463,FAIRFAX CO PBLC SCHS,alg11112,0.8712426035502958,0.20588235294117646,0.02941176470588236,65,NA
Fairfax High,00463,FAIRFAX CO PBLC SCHS,alg10910,0.858618503025988,0.34035087719298246,0.13333333333333333,424,NA
Fairfax High,00463,FAIRFAX CO PBLC SCHS,chem,0.706243239588967,0.42587209302325585,0.07703488372093024,688,0.1671511627906977
Fairfax High,00463,FAIRFAX CO PBLC SCHS,bio,0.7318671420529179,0.38493150684931504,0.10273972602739725,730,0.21643835616438356
Fairfax High,00463,FAIRFAX CO PBLC SCHS,apany,0.6958460350596243,0.4192513368983957,0.06631016042780748,935,0.13689839572192514
Fairfax High,00463,FAIRFAX CO PBLC SCHS,alg2,0.7178687338274636,0.42218543046357615,0.10430463576158941,604,0.16887417218543047
Fairfax High,00463,FAIRFAX CO PBLC SCHS,enr,0.725481697306047,0.4021505376344086,0.09419354838709677,2325,0.2270967741935484
Falls Church High,00468,FAIRFAX CO PBLC SCHS,alg11112,0.8152647115037482,0.028571428571428574,0.01904761904761905,217,NA
Falls Church High,00468,FAIRFAX CO PBLC SCHS,alg10910,0.8329893729908554,0.08029197080291971,0.09489051094890509,716,NA
Falls Church High,00468,FAIRFAX CO PBLC SCHS,chem,0.6899566650390625,0.193359375,0.076171875,512,0.462890625
Falls Church High,00468,FAIRFAX CO PBLC SCHS,bio,0.6920997817893275,0.1954225352112676,0.08450704225352113,568,0.4612676056338028
Falls Church High,00468,FAIRFAX CO PBLC SCHS,apany,0.7322572739049754,0.26627218934911245,0.05719921104536489,507,0.2859960552268245
Falls Church High,00468,FAIRFAX CO PBLC SCHS,alg2,0.678191336583423,0.1996086105675147,0.07827788649706459,511,0.47749510763209396
Falls Church High,00468,FAIRFAX CO PBLC SCHS,enr,0.6572913703646359,0.1793168880455408,0.06925996204933586,2108,0.5132827324478179
West Potomac High,00489,FAIRFAX CO PBLC SCHS,alg11112,0.8244289775512206,0.020408163265306124,0.020408163265306124,101,NA
West Potomac High,00489,FAIRFAX CO PBLC SCHS,alg10910,0.861586296568489,0.15609756097560976,0.23658536585365855,665,NA
West Potomac High,00489,FAIRFAX CO PBLC SCHS,chem,0.7012216648467581,0.3997134670487106,0.16045845272206305,698,0.32808022922636104
West Potomac High,00489,FAIRFAX CO PBLC SCHS,bio,0.6837474173553719,0.4193181818181818,0.15795454545454546,880,0.3340909090909091
West Potomac High,00489,FAIRFAX CO PBLC SCHS,apany,0.5546308628306984,0.6376988984088128,0.09302325581395349,817,0.14687882496940025
West Potomac High,00489,FAIRFAX CO PBLC SCHS,alg2,0.7002927775292578,0.41898527004909986,0.16530278232405893,611,0.3011456628477905
West Potomac High,00489,FAIRFAX CO PBLC SCHS,enr,0.6975366260698994,0.3838422883649014,0.16544259760340163,2587,0.3502126014688829
Hayfield Secondary,00493,FAIRFAX CO PBLC SCHS,alg11112,0.8317307692307692,0.037037037037037035,0.1111111111111111,52,NA
Hayfield Secondary,00493,FAIRFAX CO PBLC SCHS,alg10910,0.8889821531169204,0.19873817034700317,0.34384858044164046,472,NA
Hayfield Secondary,00493,FAIRFAX CO PBLC SCHS,alg108,0.7761169938016531,0.31213872832369943,0.23699421965317916,176,NA
Hayfield Secondary,00493,FAIRFAX CO PBLC SCHS,chem,0.7656723075259516,0.2959558823529412,0.26838235294117646,544,0.21507352941176472
Hayfield Secondary,00493,FAIRFAX CO PBLC SCHS,bio,0.7713270071866453,0.27848101265822783,0.27566807313642755,711,0.20253164556962025
Hayfield Secondary,00493,FAIRFAX CO PBLC SCHS,gate,0.7748503895517332,0.3052147239263804,0.24846625766871167,652,NA
Hayfield Secondary,00493,FAIRFAX CO PBLC SCHS,apany,0.7479908020854678,0.36914600550964194,0.23691460055096425,726,0.13085399449035814
Hayfield Secondary,00493,FAIRFAX CO PBLC SCHS,alg2,0.7606876509926124,0.3155818540433925,0.2879684418145957,507,0.1814595660749507
Hayfield Secondary,00493,FAIRFAX CO PBLC SCHS,enr,0.7681540232018388,0.29547014413177763,0.2693891557995882,2914,0.213452299245024
Herndon High,00495,FAIRFAX CO PBLC SCHS,alg11112,0.784336803983703,0.025423728813559324,0.03389830508474577,235,NA
Herndon High,00495,FAIRFAX CO PBLC SCHS,alg10910,0.8499571452086832,0.14499999999999996,0.08749999999999998,727,NA
Herndon High,00495,FAIRFAX CO PBLC SCHS,chem,0.7063004316006756,0.35273972602739734,0.07363013698630139,584,0.36986301369863017
Herndon High,00495,FAIRFAX CO PBLC SCHS,bio,0.7157882760947517,0.3585434173669468,0.08963585434173671,714,0.3487394957983193
Herndon High,00495,FAIRFAX CO PBLC SCHS,apany,0.6685682116719833,0.49726027397260275,0.07260273972602739,730,0.18356164383561643
Herndon High,00495,FAIRFAX CO PBLC SCHS,alg2,0.7203512846566992,0.36947791164658633,0.10040160642570281,498,0.3293172690763052
Herndon High,00495,FAIRFAX CO PBLC SCHS,enr,0.6887637220866955,0.3150684931506849,0.081763698630137,2336,0.4323630136986301
Bryant High,00497,FAIRFAX CO PBLC SCHS,alg11112,0.8733110972921024,0.05797101449275362,0.14492753623188404,133,NA
Bryant High,00497,FAIRFAX CO PBLC SCHS,alg10910,0.8436213991769548,0.08695652173913043,0.13043478260869565,81,NA
