School,SCHID,LEA,dindex_alg11112,pctwhite_alg11112,pctblack_alg11112,schoolsum_alg11112,dindex_alg10910,pctwhite_alg10910,pctblack_alg10910,schoolsum_alg10910,dindex_alg108,pctwhite_alg108,pctblack_alg108,schoolsum_alg108,dindex_chem,pctwhite_chem,pctblack_chem,pctlatinx_chem,schoolsum_chem,dindex_bio,pctwhite_bio,pctlatinx_bio,schoolsum_bio,pctblack_bio,dindex_gate,pctwhite_gate,schoolsum_gate,pctblack_gate,dindex_apany,pctwhite_apany,pctlatinx_apany,schoolsum_apany,pctblack_apany,dindex_alg2,pctwhite_alg2,schoolsum_alg2,pctlatinx_alg2,pctblack_alg2,dindex_enr,pctwhite_enr,pctblack_enr,pctlatinx_enr,schoolsum_enr
Lake Braddock Secondary,00516,FAIRFAX CO PBLC SCHS,0.8751300728407909,0,0.125,31,0.8601456443617301,0.4401408450704225,0.07746478873239436,423,0.7052341876025754,0.4988179669030733,0.09929078014184398,445,0.698209736569525,0.458994708994709,0.07804232804232804,0.17989417989417988,756,0.680553921730088,0.48698481561822127,0.1735357917570499,922,0.06073752711496746,0.6752908587257618,0.5017543859649123,1140,0.08333333333333333,0.6786382910136877,0.477112676056338,0.13996478873239437,1136,0.05897887323943662,0.683538775510204,0.4857142857142857,700,0.17142857142857143,0.07142857142857142,0.6875510181075738,0.4797837329572167,0.07334273624823695,0.1772449459332393,4254
Langley High,00517,FAIRFAX CO PBLC SCHS,0,0,0,2,0.6834053018387716,0.6754966887417219,0.05960264900662252,187,NA,NA,NA,NA,0.5603896905596564,0.597678916827853,0.009671179883945842,0.05029013539651837,517,0.5346780946204365,0.6259314456035767,0.043219076005961254,671,0.02384500745156483,NA,NA,NA,NA,0.5487359203897872,0.6016684045881127,0.045881126173096975,959,0.010427528675703858,0.574641423900119,0.5948275862068966,464,0.0668103448275862,0.01939655172413793,0.5244544134704758,0.642820380854349,0.0159547092125579,0.046834791559444165,1943
Lee High,00521,FAIRFAX CO PBLC SCHS,0.8715109842083794,0.04411764705882353,0.058823529411764705,131,0.909272494616273,0.06578947368421052,0.08114035087719298,716,NA,NA,NA,NA,0.7075273674141779,0.15721649484536082,0.10051546391752578,0.39948453608247425,388,0.8803985142281541,0.10287081339712918,0.2535885167464115,836,0.11124401913875598,NA,NA,NA,NA,0.7331501695502587,0.20398009950248758,0.2238805970149254,201,0.1393034825870647,0.8089651246256279,0.14676616915422888,402,0.35820895522388063,0.08706467661691543,0.844279884988206,0.11203319502074689,0.09626556016597511,0.3232365145228216,2410
Madison High,00532,FAIRFAX CO PBLC SCHS,0.762600438276114,0,0,37,0.8791882757415069,0.4901960784313725,0.0522875816993464,262,NA,NA,NA,NA,0.5409605756100977,0.6449704142011834,0.020710059171597635,0.09171597633136094,676,0.5658591358837058,0.6253071253071253,0.12285012285012285,814,0.02457002457002457,NA,NA,NA,NA,0.521842248231914,0.6576819407008087,0.0637915543575921,1113,0.009883198562443846,0.5588736746763281,0.635036496350365,548,0.10401459854014598,0.032846715328467155,0.5547511546834251,0.635013501350135,0.022052205220522054,0.126012601260126,2222
Marshall High,00535,FAIRFAX CO PBLC SCHS,0.8772506925207756,0.2051282051282051,0.05128205128205127,76,0.8687167836423384,0.4149999999999999,0.085,314,NA,NA,NA,NA,0.6644913395268666,0.5042444821731749,0.04923599320882852,0.16298811544991512,589,0.6786127034023669,0.4831730769230769,0.17908653846153846,832,0.046875,NA,NA,NA,NA,0.6938775510204082,0.42857142857142855,0.14285714285714285,7,0,0.6874150976329789,0.4738292011019284,363,0.22038567493112948,0.06611570247933884,0.6716216019083288,0.49664729548502456,0.05096110862762628,0.19400983459991059,2237
McLean High,00538,FAIRFAX CO PBLC SCHS,0.9092702169625245,0.4,0.15000000000000002,39,0.8314393939393938,0.510752688172043,0.08064516129032259,264,NA,NA,NA,NA,0.6025881599999999,0.5664,0.0384,0.1008,625,0.621074561260065,0.5485933503836317,0.09718670076726342,782,0.033248081841432235,NA,NA,NA,NA,0.587116201300601,0.574926542605289,0.0842311459353575,1021,0.019588638589618023,0.6269355371900827,0.5472727272727272,550,0.10181818181818182,0.049090909090909095,0.6077907718857922,0.5694508537148131,0.03368712505768343,0.116751269035533,2167
Mount Vernon High,00542,FAIRFAX CO PBLC SCHS,0.8258340985613712,0.020408163265306124,0.06122448979591837,99,0.8510651328481458,0.14603960396039606,0.2673267326732673,626,NA,NA,NA,NA,0.7057725694444444,0.22083333333333333,0.2833333333333333,0.4,480,0.7139374323958897,0.19186046511627908,0.4055232558139535,688,0.27761627906976744,NA,NA,NA,NA,0.7392354547364,0.34782608695652173,0.2463768115942029,138,0.2536231884057971,0.6880024737167593,0.20346320346320346,462,0.44372294372294374,0.26406926406926406,0.6905886620838829,0.1903353057199211,0.267258382642998,0.4437869822485207,2028
Oakton High,00550,FAIRFAX CO PBLC SCHS,0.9297959183673469,0.33333333333333337,0.16666666666666669,35,0.8581327204826199,0.46039603960396047,0.0792079207920792,295,NA,NA,NA,NA,0.6541227367409069,0.4582278481012658,0.039240506329113925,0.09113924050632911,790,0.6502538909921278,0.49127906976744184,0.09786821705426356,1032,0.04457364341085272,NA,NA,NA,NA,0.6223448008903083,0.5026773761713521,0.06827309236947791,1494,0.03413654618473896,0.6484332928688128,0.5060422960725075,662,0.08459214501510574,0.05438066465256798,0.6566964343200118,0.4887790034233549,0.04868771395968049,0.1106884747052111,2629
Quander Road School,00558,FAIRFAX CO PBLC SCHS,0.875,0.5,0,4,0.9402777777777778,0.40740740740740744,0.29629629629629634,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.688,0.24,0.24,25,0.44,NA,NA,NA,NA,0.4444444444444444,0.6666666666666666,0,3,0,0.7145557655954631,0.30434782608695654,23,0.34782608695652173,0.2608695652173913,0.710265556876734,0.3448275862068966,0.3218390804597701,0.25287356321839083,87
Robinson Secondary,00561,FAIRFAX CO PBLC SCHS,0.8796296296296295,0.1111111111111111,0.1111111111111111,18,0.8121321601305286,0.5492957746478873,0.1056338028169014,393,0.5923796357390476,0.6428571428571428,0.04421768707482993,309,0.5964849136877108,0.5958041958041959,0.05034965034965035,0.14405594405594405,715,0.6236684787210621,0.5679012345679012,0.12962962962962962,972,0.056584362139917695,0.5790572986982545,0.6172450052576236,951,0.05152471083070452,0.5696809085992428,0.6139534883720931,0.08139534883720931,430,0.04186046511627907,0.5736965220067713,0.6210526315789474,570,0.14736842105263157,0.06666666666666667,0.6050195519291524,0.5887681159420289,0.05978260869565218,0.1482919254658385,3864
South Lakes High,00566,FAIRFAX CO PBLC SCHS,0.8026530612244898,0.05714285714285714,0.02857142857142857,70,0.88545004778771,0.3057553956834532,0.15827338129496404,462,NA,NA,NA,NA,0.7066700304682799,0.46255506607929514,0.12187958883994127,0.2055800293685756,681,0.712361405809961,0.44596273291925465,0.22981366459627328,805,0.12173913043478261,NA,NA,NA,NA,0.6028935146513417,0.5895953757225434,0.09248554913294797,173,0.04624277456647399,0.7163393042494077,0.4468802698145025,593,0.2057335581787521,0.14671163575042162,0.7107191532015663,0.4375762505083367,0.12362749084993901,0.2557950386335909,2459
Interagency Alternative Secondary Center,00572,FAIRFAX CO PBLC SCHS,0.89,0,0.6,10,0.8927798810167658,0.17777777777777776,0.2222222222222222,86,NA,NA,NA,NA,0.6834319526627219,0.38461538461538464,0.2692307692307692,0.3076923076923077,26,0.7397959183673469,0.25,0.35714285714285715,28,0.25,NA,NA,NA,NA,0,0,0,1,0,0.7011834319526628,0.38461538461538464,52,0.34615384615384615,0.15384615384615385,0.7152999999999998,0.32,0.175,0.38,200
West Springfield High,00585,FAIRFAX CO PBLC SCHS,0.8641975308641974,0.19999999999999998,0.6,9,0.8503890217105898,0.413265306122449,0.1326530612244898,269,NA,NA,NA,NA,0.645086574981784,0.5422138836772983,0.0975609756097561,0.13133208255159476,533,0.6611199833077868,0.5269121813031161,0.1643059490084986,706,0.10339943342776203,NA,NA,NA,NA,0.6194845773175863,0.574385510996119,0.11384217335058215,773,0.07761966364812418,0.6741453687653951,0.5108303249097473,554,0.1552346570397112,0.11371841155234658,0.6543852584772234,0.535371976266545,0.09904153354632589,0.16202647193062528,2191
Woodson High,00600,FAIRFAX CO PBLC SCHS,0.9583333333333334,0,0.25,12,0.8385386957218395,0.5222222222222221,0.06666666666666667,395,NA,NA,NA,NA,0.6562365210056647,0.4891640866873065,0.04179566563467492,0.10526315789473684,646,0.6478947529074204,0.5082872928176796,0.11491712707182321,905,0.04861878453038674,NA,NA,NA,NA,0.6168969388219645,0.5247629083245522,0.0684931506849315,949,0.032665964172813484,0.6353188709395444,0.532399299474606,571,0.12259194395796848,0.04203152364273205,0.6405458746230519,0.5295315682281059,0.04806517311608961,0.12016293279022404,2455
Mountain View High,01099,FAIRFAX CO PBLC SCHS,0.9108650778757741,0.05263157894736842,0.13157894736842105,73,0.9995147660425812,0,0.013201320132013201,366,NA,NA,NA,NA,0.3875739644970414,0.11538461538461539,0.038461538461538464,0.7692307692307693,26,0.9999829246636158,0,0.004132231404958678,726,0,NA,NA,NA,NA,0.9999910358922873,0,0,334,0.0029940119760479044,0.9947393906062254,0.02689486552567237,409,0.061124694376528114,0.022004889975550126,0.993207501701512,0.017707820954254796,0.019183472700442693,0.07771765863256272,2033
ALC at Mountain View,01106,FAIRFAX CO PBLC SCHS,NaN,NaN,NaN,0,0.8752362948960303,0.2857142857142857,0.35714285714285715,23,NA,NA,NA,NA,0.625,0.25,0,0.5,4,0.5599999999999999,0.2,0.6,10,0.2,NA,NA,NA,NA,0,1,0,1,0,0,0,2,1,0,0.5578231292517006,0.3333333333333333,0.047619047619047616,0.5714285714285714,21
TRANSITIONAL ESOL CTR,01905,FAIRFAX CO PBLC SCHS,0.7729906777525826,0,0,63,0.792929292929293,0,0.03125000000000001,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100966702470462,0.007518796992481203,0.007518796992481203,0.9473684210526315,133
Cedar Lane School,01991,FAIRFAX CO PBLC SCHS,0.8979591836734694,0,0.6666666666666666,7,0.908058409951325,0.6,0.15,43,NA,NA,NA,NA,0.7222222222222223,0.3333333333333333,0.3333333333333333,0.16666666666666666,6,0.5451388888888886,0.5833333333333334,0.3333333333333333,24,0.04166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.765432098765432,0.3333333333333333,9,0.2222222222222222,0.1111111111111111,0.7011215169383744,0.43010752688172044,0.17204301075268819,0.27956989247311825,93
Centreville High,02114,FAIRFAX CO PBLC SCHS,0.8425925925925926,0.1111111111111111,0,36,0.890688,0.3109243697478991,0.13865546218487393,375,NA,NA,NA,NA,0.7244685775865339,0.3044077134986226,0.1074380165289256,0.1721763085399449,726,0.7155847284114175,0.36384439359267734,0.14645308924485126,874,0.08924485125858124,NA,NA,NA,NA,0.6614343478714861,0.35958254269449713,0.10246679316888045,1054,0.06261859582542695,0.7356488330046024,0.3349358974358974,624,0.1858974358974359,0.09615384615384616,0.7298168447798754,0.3486739469578783,0.09321372854914196,0.187207488299532,2564
South County High,02436,FAIRFAX CO PBLC SCHS,0.9167657550535077,0.2857142857142857,0.14285714285714282,29,0.8743708278715673,0.3415384615384615,0.28923076923076924,463,NA,NA,NA,NA,0.7398654064272212,0.38782608695652177,0.20695652173913043,0.14608695652173914,575,0.7287015121630506,0.4166666666666667,0.12564102564102564,780,0.191025641025641,NA,NA,NA,NA,0.6862779587557781,0.46153846153846156,0.07692307692307693,754,0.13262599469496023,0.7296326156847524,0.40619307832422585,549,0.12932604735883424,0.19854280510018216,0.7294431901373515,0.41659070191431175,0.19507748404740202,0.13855970829535097,2194
Westfield High,02529,FAIRFAX CO PBLC SCHS,0.9013605442176871,0.05,0.25,42,0.9052226104093881,0.25914634146341464,0.18902439024390244,549,NA,NA,NA,NA,0.732559561895442,0.40950920245398775,0.1303680981595092,0.200920245398773,652,0.7461361987700159,0.3534971644612476,0.21266540642722118,1058,0.11531190926275993,NA,NA,NA,NA,0.6839564441020973,0.4544378698224852,0.10177514792899409,845,0.08994082840236686,0.7291340800000001,0.4128,625,0.192,0.1136,0.7390294043023002,0.3842364532019705,0.12428950359984843,0.2266009852216749,2639
Achievement Integrity And Maturity,02674,FAIRFAX CO PBLC SCHS,0.7901234567901234,0,0.19999999999999998,9,0.8058431952662722,0.06451612903225806,0.19354838709677422,52,0,0,0,1,0.5,0,0,0.5,2,0.48,0,0.6,5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6599999999999999,0.4,10,0.4,0.1,0.6165895336418655,0.07547169811320754,0.22641509433962265,0.5660377358490566,53
George Mason High,00283,FALLS CHURCH CITY PBLC SCHS,NaN,NaN,NaN,0,0.7910564648758713,0.5875,0.06250000000000001,113,NA,NA,NA,NA,0.5532504056246619,0.641860465116279,0.037209302325581395,0.10697674418604651,215,0.5613209366922574,0.6304347826086957,0.13354037267080746,322,0.024844720496894408,0.38337398509806553,0.7745664739884393,173,0.005780346820809248,0.4940661560474707,0.6926605504587156,0.0963302752293578,218,0.022935779816513763,0.5525494276795004,0.6290322580645161,124,0.20161290322580644,0.024193548387096767,0.547720596728608,0.6457073760580411,0.04232164449818621,0.13301088270858524,827
Fauquier High,00607,FAUQUIER CO PBLC SCHS,0.875,0,0.5,4,0.7536735073470145,0.595959595959596,0.1515151515151515,127,NA,NA,NA,NA,0.4063995968757874,0.7579365079365079,0.043650793650793655,0.11904761904761904,252,0.4658241317836955,0.7118959107806692,0.13197026022304834,538,0.08921933085501858,0.23406066093254863,0.8723404255319149,235,0.00851063829787234,0.3384814049586776,0.8045454545454546,0.10909090909090909,440,0.020454545454545454,0.38829985614577234,0.7700729927007299,274,0.12043795620437957,0.051094890510948905,0.4863083502845618,0.6956187548039969,0.0830130668716372,0.14219830899308225,1301
Liberty High,00854,FAUQUIER CO PBLC SCHS,0.9166666666666666,0.07692307692307691,0.07692307692307691,18,0.9399644644399889,0.27352941176470585,0.08529411764705883,429,NA,NA,NA,NA,0.46706419193191695,0.6984126984126984,0.06349206349206349,0.20105820105820105,189,0.8332231193130847,0.3738562091503268,0.13856209150326798,765,0.08627450980392157,0.6707670706022404,0.5690607734806631,181,0.011049723756906077,0.7455983959991114,0.48687350835322196,0.11694510739856802,419,0.054892601431980895,0.7539564490350237,0.46504559270516715,329,0.15501519756838905,0.0729483282674772,0.8316674066148478,0.38518155053974484,0.06673209028459275,0.12315996074582924,2038
Kettle Run High,02785,FAUQUIER CO PBLC SCHS,0.7999999999999999,0.3333333333333333,0,5,0.6207612779761489,0.7974683544303798,0.08227848101265822,207,NA,NA,NA,NA,0.2327662105889352,0.8731707317073171,0.024390243902439025,0.05853658536585366,205,0.36055873310200504,0.7911227154046997,0.08877284595300261,383,0.06527415143603134,0.19671639231824434,0.8935185185185185,216,0.00462962962962963,0.23765773815304725,0.8702290076335878,0.058524173027989825,393,0.017811704834605598,0.3369444444444445,0.8083333333333333,240,0.075,0.037500000000000006,0.32438455955352863,0.815590947191953,0.055322715842414084,0.07879295892707461,1193
Floyd County High,00618,FLOYD CO PBLC SCHS,NaN,NaN,NaN,0,0.48697916666666663,0.9196428571428571,0.017857142857142856,144,0.3093627625489498,0.9565217391304348,0,53,0.16692174267931847,0.9090909090909091,0.010101010101010104,0,99,0.15250317955833048,0.9193548387096774,0.03763440860215054,186,0.02688172043010753,0.08324661810613931,0.956989247311828,93,0,0.10631001371742121,0.9444444444444444,0.037037037037037035,54,0,0.15736111111111128,0.9166666666666666,120,0.03333333333333333,0.025,0.16374821322784006,0.9131985731272295,0.014268727705112961,0.03329369797859691,841
Fluvanna County High,00625,FLUVANNA CO PBLC SCHS,0.8611111111111112,0.6666666666666666,0.3333333333333333,6,0.7009678597516436,0.7000000000000001,0.21818181818181817,148,0.40980795610425247,0.7735849056603774,0.09433962264150943,54,0.383104,0.776,0.07200000000000001,0.072,125,0.4196085800961099,0.7409326424870466,0.046632124352331605,193,0.16580310880829016,0.27109291562833737,0.8490566037735849,106,0.07547169811320754,0.263491599707816,0.8540540540540541,0.06486486486486487,185,0.04864864864864865,0.3511152915882826,0.7950819672131147,122,0.04918032786885246,0.11475409836065574,0.4209519187237668,0.7416897506925207,0.15720221606648202,0.046398891966759004,1444
Franklin High,00628,FRANKLIN CITY PBLC SCHS,0.75,0,1,2,0.3314244064972927,0.045977011494252866,0.9195402298850575,98,NA,NA,NA,NA,0.482142857142857,0.32142857142857145,0.6428571428571429,0,28,0.25300092336103414,0.07017543859649122,0.017543859649122806,57,0.8596491228070176,0.5197428833792468,0.6060606060606061,33,0.3333333333333333,0.48,0.6,0,5,0,0.399524375743163,0.13793103448275862,29,0.034482758620689655,0.7586206896551724,0.34558858501783585,0.13448275862068965,0.7965517241379311,0.02413793103448276,290
Franklin County High,00637,FRANKLIN CO PBLC SCHS,0.75,1,0,2,0.5884264862940549,0.7472035794183446,0.09395973154362416,530,NA,NA,NA,NA,0.352540315993372,0.7971014492753623,0.0676328502415459,0.06763285024154589,207,0.33871045524691357,0.8055555555555556,0.04861111111111111,576,0.08680555555555555,0.13439793691727842,0.9295774647887324,142,0.007042253521126762,0.2801821506687223,0.844311377245509,0.059880239520958084,167,0.03592814371257485,0.30592191457769236,0.8271028037383178,214,0.04672897196261682,0.0794392523364486,0.33391805049728807,0.808766859344894,0.08140655105973026,0.05009633911368015,2076
Sherando High,00524,FREDERICK CO PBLC SCHS,0.5,0.5,0,2,0.637767525310778,0.6769230769230768,0.05384615384615385,306,NA,NA,NA,NA,0.3706122448979592,0.7821428571428571,0.05,0.11071428571428571,280,0.32907785119218624,0.8101694915254237,0.10847457627118644,295,0.027118644067796613,0.29902345251826223,0.8313725490196079,255,0.01568627450980392,0.33800816326530625,0.8057142857142857,0.09714285714285714,350,0.037142857142857144,0.36726079437916137,0.7859778597785978,271,0.1033210332103321,0.04059040590405904,0.4040197606697147,0.7577763070814031,0.04698874917273329,0.12905360688285902,1511
James Wood High,00652,FREDERICK CO PBLC SCHS,0.7777777777777777,0.5,0,3,0.5112684529594151,0.8429752066115702,0.02892561983471074,294,NA,NA,NA,NA,0.2558593749999999,0.859375,0.04166666666666667,0.057291666666666664,192,0.21755002704164417,0.8808139534883721,0.0755813953488372,344,0.014534883720930232,0.14002967442120873,0.9259259259259259,189,0.015873015873015872,0.18519909842223892,0.9008264462809917,0.049586776859504134,242,0.02066115702479339,0.20144543391621073,0.8908296943231441,229,0.06550218340611354,0.021834061135371178,0.20891048050615213,0.8866057838660578,0.02207001522070015,0.0639269406392694,1314
Millbrook High,02337,FREDERICK CO PBLC SCHS,0.75,0,0,12,0.710841049382716,0.576271186440678,0.0576271186440678,360,NA,NA,NA,NA,0.42147199999999996,0.744,0.044,0.144,250,0.4532530442278041,0.7177700348432056,0.16376306620209058,287,0.05226480836236934,0.36668175645088275,0.7872340425531915,188,0.026595744680851068,0.3844682818100076,0.7722419928825622,0.12455516014234876,281,0.03202846975088968,0.46520396437805234,0.7076271186440678,236,0.1694915254237288,0.059322033898305086,0.5221086149384369,0.6485182632667126,0.06133700895933839,0.22674017918676775,1451
James Monroe High,00661,FREDERICKSBURG CITY PBLC SCHS,0.8877551020408164,0.25,0.125,14,0.794466673506378,0.208955223880597,0.43283582089552236,171,NA,NA,NA,NA,0.6562330905306972,0.5096774193548387,0.24516129032258066,0.11612903225806452,155,0.685137080147475,0.39293139293139295,0.1683991683991684,481,0.3596673596673597,0.5796143250688703,0.593939393939394,165,0.21212121212121213,0.6022353714661408,0.5833333333333334,0.1346153846153846,156,0.17307692307692307,0.6842951059167275,0.42702702702702694,185,0.13513513513513511,0.32972972972972975,0.7011535531182044,0.35258964143426297,0.3545816733067729,0.21414342629482072,1004
Galax High,00301,GALAX CITY PUBLIC SCHOOLS,0.3599999999999999,1,0,5,0.7940904893813481,0.5384615384615385,0.025641025641025633,57,0.6353898036103947,0.7068965517241379,0.05172413793103448,71,0.4704000000000002,0.7,0.08000000000000002,0.18,50,0.4940105808503056,0.6492146596858639,0.2879581151832461,191,0.03664921465968586,0.2873345935727789,0.8260869565217391,23,0,0.5184304399524375,0.6551724137931034,0.20689655172413793,29,0.06896551724137931,0.47998046875,0.671875,64,0.25,0.078125,0.5225019032889792,0.6389496717724289,0.07221006564551423,0.25164113785557984,457
Giles High,00669,GILES CO PBLC SCHS,0,1,0,1,0.34143842633699895,0.9245283018867925,0.009433962264150945,121,0,1,0,10,0.054012345679012475,0.9722222222222222,0.027777777777777776,0,36,0.12394463667820066,0.9352941176470588,0.011764705882352941,170,0.023529411764705882,0.021975308641975166,0.9888888888888889,90,0,0,1,0,4,0,0.0806327160493826,0.9583333333333334,72,0,0.027777777777777776,0.12231963858427031,0.9361702127659575,0.019756838905775075,0.016717325227963525,658
Narrows High,00673,GILES CO PBLC SCHS,0,1,0,4,0.21384297520661155,0.975,0,44,0,1,0,9,0.22569444444444442,0.875,0.041666666666666664,0.08333333333333333,24,0.07556080283353006,0.961038961038961,0.025974025974025976,77,0,0.12913223140495877,0.9318181818181818,44,0,NA,NA,NA,NA,NA,0.173828125,0.90625,32,0.03125,0,0.08404687357257346,0.9567723342939481,0.005763688760806916,0.01729106628242075,347
Gloucester High,00680,GLOUCESTER CO PBLC SCHS,0.7677514792899407,0.7058823529411765,0.1764705882352941,26,0.539382695226851,0.8031088082901555,0.09844559585492228,231,NA,NA,NA,NA,0.38826095578028963,0.7723577235772358,0.06504065040650407,0.0975609756097561,123,0.3094788793729133,0.8253012048192772,0.045180722891566265,332,0.06325301204819277,0.1695073451830208,0.9099099099099099,222,0.036036036036036036,0.30248520710059157,0.8307692307692308,0.046153846153846156,195,0.02564102564102564,0.2152133580705009,0.8831168831168831,77,0.05194805194805195,0.03896103896103896,0.3346086786036405,0.8086314593980692,0.08120386144236229,0.044293015332197615,1761
Goochland High,00686,GOOCHLAND CO PBLC SCHS,0,1,0,1,0.7612456747404845,0.625,0.2916666666666667,34,NA,NA,NA,NA,0.38011427405366804,0.7727272727272727,0.13636363636363635,0.050505050505050504,198,0.42500522559646436,0.7377049180327869,0.04644808743169399,366,0.16393442622950816,0.26355555555555543,0.8533333333333334,150,0.07333333333333333,0.3375167293755208,0.8040201005025126,0.06532663316582915,199,0.10552763819095477,0.40589884093836015,0.7537688442211056,199,0.05527638190954774,0.1457286432160804,0.44976331661410174,0.7149643705463183,0.18527315914489312,0.05938242280285035,842
Grayson County High,00697,GRAYSON CO PBLC SCHS,0.625,0.5,0.25,4,0.5653322763905404,0.8636363636363636,0.030303030303030304,87,NA,NA,NA,NA,0.2294921875,0.875,0.015625,0.0625,64,0.22697047283980176,0.8755364806866953,0.06437768240343347,233,0.04721030042918456,0.22257653061224492,0.875,56,0.017857142857142856,NA,NA,NA,NA,NA,0.1907439446366781,0.8970588235294118,68,0.029411764705882353,0.058823529411764705,0.19546515134680398,0.8944223107569721,0.03386454183266933,0.05776892430278884,502
William Monroe High,00702,GREENE CO PBLC SCHS,0.75,0,1,2,0.7352766210588936,0.6601307189542484,0.09803921568627452,205,NA,NA,NA,NA,0.4264869681443527,0.746268656716418,0.05970149253731343,0.08208955223880597,134,0.44625368516169084,0.7311178247734139,0.09063444108761329,331,0.0755287009063444,0.33318243549117255,0.8085106382978723,47,0.06382978723404256,0.472645311112629,0.7107438016528925,0.0743801652892562,121,0.049586776859504134,0.3731919789612098,0.782051282051282,156,0.10256410256410256,0.04487179487179488,0.4250912661790044,0.746268656716418,0.07462686567164178,0.08848614072494669,938
Greensville County High,00706,GREENSVILLE CO PBLC SCHS,0.5,0.12500000000000003,0.875,10,0.6669636890175986,0.1020408163265306,0.7755102040816327,67,NA,NA,NA,NA,0.5299835879308168,0.33707865168539325,0.5955056179775281,0.033707865168539325,89,0.4496143938238811,0.2521246458923513,0.031161473087818695,353,0.6968838526912181,0.5486859740108385,0.44274809160305345,131,0.5038167938931297,NA,NA,NA,NA,NA,0.5119097719047219,0.3119266055045872,109,0.027522935779816515,0.6238532110091743,0.4614492821281918,0.2496513249651325,0.6889818688981869,0.03486750348675035,717
Halifax County High,01848,HALIFAX CO PBLC SCHS,0.8216409036860879,0.2777777777777778,0.611111111111111,29,0.7096834814357432,0.4391025641025641,0.5,386,NA,NA,NA,NA,0.5356172839506174,0.5888888888888889,0.3388888888888889,0.044444444444444446,180,0.5609375113519954,0.4636118598382749,0.03234501347708895,371,0.4716981132075472,0.4950292825139103,0.6422287390029325,682,0.3020527859237537,0.43866213151927436,0.7119047619047619,0.02619047619047619,420,0.23095238095238096,0.5517968750000001,0.5,160,0.025,0.44375,0.5524287019618382,0.5036065573770492,0.438688524590164,0.03409836065573771,1525
Bethel High,00731,HAMPTON CITY PBLC SCHS,0.3950617283950617,0,1,9,0.6163431687033996,0.14444444444444446,0.7666666666666667,341,NA,NA,NA,NA,0.5012554531554658,0.1760299625468165,0.6779026217228464,0.056179775280898875,267,0.4504388888888889,0.15166666666666667,0.05,600,0.7216666666666667,0.5823777035854261,0.22289156626506024,166,0.5963855421686747,0.6140386508147292,0.24110671936758893,0.06719367588932806,253,0.5612648221343873,0.5321182830135577,0.18691588785046728,321,0.06853582554517133,0.6510903426791277,0.4845926752379518,0.17215041128084607,0.6921269095182139,0.05992949471210341,1702
Hampton High,00742,HAMPTON CITY PBLC SCHS,0.6543209876543208,0.12499999999999997,0.6250000000000001,9,0.5561264308012487,0.04529616724738676,0.8606271777003484,372,NA,NA,NA,NA,0.41949982200071206,0.10377358490566038,0.75,0.04716981132075472,212,0.3646685380725759,0.08079268292682927,0.04878048780487805,656,0.7896341463414634,0.5785325577031338,0.18493150684931509,146,0.6095890410958904,0.5096355807603443,0.14492753623188406,0.050724637681159424,276,0.677536231884058,0.371759730597541,0.09734513274336283,226,0.03982300884955752,0.7831858407079646,0.37003973378174937,0.08852005532503458,0.7856154910096819,0.042876901798063624,1446
Kecoughtan High,00747,HAMPTON CITY PBLC SCHS,0.6,0,0.7499999999999999,5,0.7568089876059677,0.2727272727272727,0.5584415584415585,197,NA,NA,NA,NA,0.6138632720115554,0.47410358565737054,0.39442231075697215,0.043824701195219126,251,0.651406468177109,0.41946308724832215,0.07718120805369127,596,0.40268456375838924,0.5617497543679779,0.6111111111111112,306,0.238562091503268,0.6192166565073446,0.5289421157684631,0.05389221556886228,501,0.3033932135728543,0.6292223684120828,0.4621409921671018,383,0.06527415143603134,0.38642297650130547,0.6361638252114572,0.42892156862745096,0.41421568627450983,0.06495098039215687,1632
Phoebus High,00755,HAMPTON CITY PBLC SCHS,0.8472222222222222,0.25,0.5,12,0.5459862201570262,0.16417910447761194,0.7761194029850746,158,NA,NA,NA,NA,0.5278714540765721,0.2323943661971831,0.6408450704225352,0.04929577464788732,142,0.48134188542837614,0.1784037558685446,0.0539906103286385,426,0.6924882629107981,0.5915570934256056,0.3058823529411765,85,0.5529411764705883,0.578981008035062,0.23648648648648649,0.08108108108108109,148,0.5945945945945946,0.5188101676581935,0.20465116279069767,215,0.046511627906976744,0.6558139534883721,0.4836584934723871,0.18391959798994975,0.6894472361809045,0.061306532663316586,995
BRIDGEPORT ACADEMY,99997,HAMPTON CITY PBLC SCHS,NaN,NaN,NaN,0,0.609375,0,1,16,0,0,1,2,NA,NA,NA,NA,NA,0.08317580340264642,0.043478260869565216,0,23,0.9565217391304348,0.5,0.5,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13492063492063489,0.047619047619047616,0.9285714285714286,0,42
