School,SCHID,LEA,dindex_alg11112,pctwhite_alg11112,pctblack_alg11112,schoolsum_alg11112,dindex_alg10910,pctwhite_alg10910,pctblack_alg10910,schoolsum_alg10910,dindex_alg108,pctwhite_alg108,pctblack_alg108,schoolsum_alg108,dindex_chem,pctwhite_chem,pctblack_chem,pctlatinx_chem,schoolsum_chem,dindex_bio,pctwhite_bio,pctlatinx_bio,schoolsum_bio,pctblack_bio,dindex_gate,pctwhite_gate,schoolsum_gate,pctblack_gate,dindex_apany,pctwhite_apany,pctlatinx_apany,schoolsum_apany,pctblack_apany,dindex_alg2,pctwhite_alg2,schoolsum_alg2,pctlatinx_alg2,pctblack_alg2,dindex_enr,pctwhite_enr,pctblack_enr,pctlatinx_enr,schoolsum_enr
Lynchburg City Secondary Alternative,02347,LYNCHBURG CITY SECONDARY ALTERNATIVE,0.5782312925170068,0.22222222222222218,0.7222222222222222,21,0.380238369857747,0.04347826086956522,0.8695652173913043,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46514047866805397,0.22580645161290322,0.016129032258064516,62,0.6935483870967742,0,0,1,0,NA,NA,NA,NA,NA,0.6666666666666665,0.3333333333333333,3,0,0,0.3275395231024543,0.08411214953271028,0.8130841121495327,0.028037383177570093,107
Madison County High,00972,MADISON CO PBLC SCHS,0.6,0.7499999999999999,0,5,0.7057,0.7464788732394367,0.14084507042253522,100,NA,NA,NA,NA,0.2975127551020409,0.8303571428571429,0.10714285714285714,0.026785714285714284,112,0.32365535506546883,0.8159203980099502,0.03980099502487562,201,0.07960199004975124,0.2976680384087791,0.8333333333333334,54,0.05555555555555555,0.2595112118921643,0.8571428571428571,0.047619047619047616,63,0.047619047619047616,0.2759264579143925,0.847457627118644,118,0.03389830508474576,0.0423728813559322,0.3228373796653097,0.8154981549815499,0.0904059040590406,0.03505535055350554,542
Osbourn High,00978,MANASSAS CITY PBLC SCHS,0.7941438234247064,0,0.03773584905660377,106,0.7922716865633277,0.11346153846153847,0.13076923076923075,818,NA,NA,NA,NA,0.6427041404797212,0.21568627450980393,0.10644257703081232,0.5378151260504201,357,0.5444230769230771,0.1807692307692308,0.6403846153846154,520,0.10192307692307694,0.6682828282828284,0.509090909090909,165,0.08484848484848487,0.6805246157273334,0.2985074626865672,0.45895522388059706,268,0.08208955223880599,0.5399474310652648,0.19718309859154928,284,0.6408450704225352,0.0880281690140845,0.5513523137263118,0.1757437070938215,0.10938215102974828,0.6347826086956522,2185
Manassas Park High,00983,MANASSAS PARK CITY PBLC SCHS,0.7430555555555556,0.14285714285714285,0,12,0.8011418912943072,0.0755813953488372,0.0755813953488372,319,NA,NA,NA,NA,0.691523659442814,0.2509505703422053,0.13307984790874525,0.46387832699619774,263,0.6221456477953844,0.22660098522167488,0.5541871921182266,406,0.10591133004926108,NA,NA,NA,NA,0.71849609375,0.3125,0.384375,320,0.13125,0.6534799024357646,0.27167630057803466,173,0.5028901734104047,0.10982658959537572,0.5860713741372178,0.2054673721340388,0.09347442680776014,0.5978835978835979,1134
Martinsville High,00988,MARTINSVILLE CITY PBLC SCHS,0.765,0.3125,0.5,20,0.6686734693877552,0.1746031746031746,0.5873015873015873,140,NA,NA,NA,NA,0.6305398025624869,0.463768115942029,0.37681159420289856,0.10144927536231885,69,0.537465868515018,0.20652173913043478,0.10869565217391304,276,0.6376811594202898,0.5826989619377162,0.49411764705882355,85,0.411764705882353,0.6251076826689638,0.4247787610619469,0.11504424778761062,113,0.4247787610619469,0.591330747174903,0.24675324675324678,77,0.14285714285714288,0.5714285714285714,0.5889720672708045,0.24612736660929432,0.5783132530120482,0.11876075731497418,581
Mathews High,00993,MATHEWS CO PBLC SCHS,0.5277777777777778,0.8,0,6,0.622008840115836,0.7424242424242424,0.10606060606060608,81,NA,NA,NA,NA,0.07396449704142016,0.9615384615384616,0,0,26,0.29261363636363646,0.8352272727272727,0.03977272727272727,176,0.08522727272727272,0.0992865636147443,0.9482758620689655,58,0.034482758620689655,0,1,0,15,0,0.16558941212680833,0.9122807017543859,57,0.017543859649122806,0.03508771929824561,0.3088094856593495,0.8253164556962025,0.08354430379746837,0.03291139240506329,395
Bluestone  High,00996,MECKLENBURG CO PBLC SCHS,0,1,0,1,0.6756055363321798,0.421875,0.421875,68,NA,NA,NA,NA,0.534845496383958,0.44871794871794873,0.5128205128205128,0.02564102564102564,78,0.557991751536066,0.43119266055045874,0.022935779816513763,218,0.5045871559633027,0.44494834971025454,0.7142857142857143,63,0.20634920634920634,NA,NA,NA,NA,NA,0.5542857142857143,0.4714285714285714,70,0.014285714285714285,0.4714285714285714,0.5734731740562643,0.4267161410018553,0.49165120593692024,0.03896103896103896,539
Park View High,01008,MECKLENBURG CO PBLC SCHS,0.9998,0.015873015873015872,0.015873015873015872,100,0.9949948347107438,0.08984375,0.078125,440,NA,NA,NA,NA,0.544776119402985,0.5895522388059702,0.3208955223880597,0.06716417910447761,134,0.9349592796759573,0.18914956011730208,0.023460410557184754,682,0.16862170087976538,0.3474308799394018,0.797752808988764,89,0.11235955056179775,NA,NA,NA,NA,NA,0.9266506754197703,0.2359550561797753,267,0.03745318352059926,0.12734082397003746,0.9501871812436858,0.1751412429378531,0.136897001303781,0.018252933507170794,2301
Alternative Education Center,02453,MECKLENBURG CO PBLC SCHS,NaN,NaN,NaN,0,0.48,0.6,0.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33673469387755106,0.21428571428571427,0.7857142857142857,0,14
Metro Richmond Alternative Ed,02358,METRO RICHMOND ALTERNATIVE ED,NaN,NaN,NaN,0,0,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2777777777777777,0,0,6,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3484549638395793,0.05128205128205128,0.7948717948717948,0.02564102564102564,39
Middlesex High,01012,MIDDLESEX CO PBLC SCHS,0,1,0,1,0.6235691499343217,0.6774193548387096,0.24193548387096778,73,NA,NA,NA,NA,0.4069501600365798,0.7530864197530864,0.14814814814814814,0.037037037037037035,81,0.3986588044860677,0.7580645161290323,0.026881720430107527,186,0.14516129032258068,0.2729289940828403,0.8461538461538461,52,0.038461538461538464,0.2722681359044994,0.8484848484848485,0.030303030303030304,66,0.030303030303030304,0.30638182801514324,0.8255813953488372,86,0.023255813953488372,0.06976744186046512,0.39618009934305387,0.759493670886076,0.14936708860759493,0.017721518987341773,395
Auburn High,01013,MONTGOMERY CO PBLC SCHS,0.4375,1,0,4,0.3368888888888888,0.9242424242424243,0,75,NA,NA,NA,NA,0.0525931336742147,0.972972972972973,0,0.02702702702702703,37,0.08216387505658651,0.9574468085106383,0.031914893617021274,94,0.010638297872340425,0.1501637692113884,0.9206349206349206,63,0.015873015873015872,0.15742602700373454,0.9152542372881356,0.06779661016949153,59,0,0.13139120095124845,0.9310344827586207,58,0.017241379310344827,0.017241379310344827,0.09637188208616787,0.95,0.004761904761904763,0.030952380952380953,420
Blacksburg High,01016,MONTGOMERY CO PBLC SCHS,0.5555555555555556,1,0,3,0.5833591667183333,0.7641509433962265,0.05660377358490566,127,NA,NA,NA,NA,0.35215520133424083,0.7956656346749226,0.024767801857585144,0.02786377708978328,323,0.39477893118031526,0.7686274509803922,0.047058823529411764,510,0.037254901960784306,0.39541945234950504,0.7601476014760148,271,0.014760147601476014,0.33954353338968735,0.8021978021978022,0.024175824175824177,455,0.013186813186813187,0.4359042607645216,0.7375565610859729,221,0.04524886877828054,0.03167420814479638,0.361736196002135,0.791701244813278,0.03568464730290457,0.044813278008298756,1205
Christiansburg High,01019,MONTGOMERY CO PBLC SCHS,0.514792899408284,0.9,0.10000000000000002,13,0.3994113573407203,0.8357142857142857,0.06428571428571428,152,NA,NA,NA,NA,0.23742911153119095,0.8695652173913043,0.017391304347826087,0.034782608695652174,115,0.299296,0.832,0.052,250,0.064,0.14428374655647402,0.9242424242424242,132,0.02272727272727273,0.3054790327517599,0.8282828282828283,0.04040404040404041,99,0.030303030303030304,0.2760476739715494,0.8431372549019608,51,0,0.09803921568627451,0.2974870667910955,0.8328557784145176,0.06781279847182425,0.04871060171919771,1047
Eastern Montgomery High,02541,MONTGOMERY CO PBLC SCHS,NaN,NaN,NaN,0,0.4144,0.8636363636363636,0,25,NA,NA,NA,NA,0.3601108033240997,0.7894736842105263,0.05263157894736842,0.10526315789473684,19,0.1942992072862202,0.8961038961038961,0.025974025974025976,77,0.012987012987012988,0.1512,0.92,50,0.04,0.20734693877551025,0.8857142857142857,0.02857142857142857,35,0,0.13265306122448983,0.9285714285714286,14,0.07142857142857142,0,0.23684826100338552,0.8701754385964913,0.021052631578947368,0.06666666666666667,285
Nelson County High,01032,NELSON CO PBLC SCHS,0.6,0.7499999999999999,0,5,0.7211366792303116,0.7087378640776699,0.0970873786407767,142,NA,NA,NA,NA,0.4548104956268222,0.7142857142857143,0.16326530612244897,0.08163265306122448,49,0.36651636027286394,0.7849462365591398,0.08602150537634409,93,0.0967741935483871,0.2114285714285714,0.8857142857142857,70,0.042857142857142864,0.19556360344047086,0.8936170212765957,0.0425531914893617,47,0.06382978723404256,0.3062283737024223,0.8235294117647058,34,0.029411764705882353,0.11764705882352941,0.3991748117288897,0.7610759493670886,0.12658227848101267,0.061708860759493674,632
Center for Autism,02089,NEW HORIZONS REGIONAL EDUC CTR-SPEC ED,0.861111111111111,0.3333333333333333,0.6666666666666666,6,0.875,0.5,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5488342785129173,0.391304347826087,0.5434782608695652,0,138
Newport Academy,02639,NEW HORIZONS REGIONAL EDUC CTR-SPEC ED,0.8364197530864197,0.2222222222222222,0.7777777777777778,18,0.8550000000000001,0.3,0.7,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4444444444444445,0.3333333333333333,0,9,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5523626517599792,0.40186915887850466,0.5327102803738317,0,107
New Kent High,02156,NEW KENT CO PBLC SCHS,0.64,1,0,5,0.6204035286924623,0.7441860465116279,0.17441860465116277,107,NA,NA,NA,NA,0.3830544677821288,0.7735849056603774,0.09433962264150944,0.09433962264150944,53,0.4376152117370774,0.7386934673366834,0.05527638190954774,199,0.09045226130653267,0.2629397385481984,0.8556701030927835,97,0.020618556701030927,0.3911111111111111,0.7714285714285715,0.06666666666666667,105,0.08571428571428572,0.3891059027777778,0.7708333333333334,96,0.08333333333333333,0.09375,0.40244668911335557,0.7606060606060606,0.1202020202020202,0.050505050505050504,990
Denbigh High,01047,NEWPORT NEWS CITY PBLC SCHS,0.8402366863905326,0.22222222222222224,0.5,26,0.8158223607925997,0.18352059925093633,0.5692883895131087,394,NA,NA,NA,NA,0.6251296069375059,0.25242718446601947,0.5436893203883495,0.09708737864077671,103,0.6162169788462186,0.21716287215411564,0.16287215411558673,571,0.5551663747810858,0.61669921875,0.53125,64,0.296875,0.6894211433496122,0.3347457627118644,0.13135593220338984,236,0.4194915254237288,0.6324388037608619,0.23560209424083775,191,0.13089005235602097,0.5392670157068062,0.6345185942703943,0.22527881040892195,0.5286245353159851,0.18289962825278813,1345
Menchville High,01063,NEWPORT NEWS CITY PBLC SCHS,0.685,0.14285714285714285,0.7857142857142857,20,0.7524704142011834,0.28708133971291866,0.5358851674641149,260,NA,NA,NA,NA,0.5845983379501385,0.6,0.20526315789473684,0.1,190,0.6483614453758789,0.438953488372093,0.08139534883720931,688,0.3851744186046512,0.48113004341960575,0.7037037037037037,297,0.1111111111111111,0.5446827969912471,0.6440677966101694,0.07506053268765134,413,0.17191283292978207,0.6481079046728746,0.519163763066202,287,0.0975609756097561,0.25783972125435545,0.6485425783242502,0.4579015544041451,0.36075129533678757,0.086139896373057,1544
Warwick High,01076,NEWPORT NEWS CITY PBLC SCHS,0.8026147959183674,0.21621621621621626,0.6216216216216216,56,0.7447434413580247,0.17592592592592593,0.6342592592592592,288,NA,NA,NA,NA,0.6848839515969054,0.3873239436619718,0.38028169014084506,0.11267605633802817,142,0.6508566123723522,0.28407460545193686,0.14347202295552366,697,0.4949784791965567,0.690406203633717,0.4656084656084656,189,0.253968253968254,0.6861467795915579,0.36983471074380164,0.12190082644628099,484,0.39462809917355374,0.6700356718192628,0.32068965517241377,290,0.13793103448275862,0.4517241379310345,0.6337368891092501,0.2825943084050298,0.5188616810059563,0.12045003309066843,1511
Point Option Alternative School,01238,NEWPORT NEWS CITY PBLC SCHS,0.375,0.75,0,4,0.40816326530612246,0.7142857142857143,0.2857142857142857,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6328125,0.4375,0.1875,16,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0.6551020408163266,0.45714285714285713,0.34285714285714286,0.11428571428571428,70
Heritage High,01451,NEWPORT NEWS CITY PBLC SCHS,0.9961341244060243,0,0.0784313725490196,193,0.9357204344785123,0.01757188498402556,0.33067092651757185,818,NA,NA,NA,NA,0.38288704216682057,0.12280701754385964,0.7719298245614035,0.07017543859649122,57,0.8069893613438724,0.034588777863182166,0.0207532667179093,1301,0.43735588009223675,0.9432871972318339,0.058823529411764705,170,0.2235294117647059,0.9486445831832642,0.025343189017951427,0.022175290390707498,947,0.2238648363252376,0.9055030187017329,0.027932960893854747,537,0.0148975791433892,0.3054003724394786,0.9147026940867019,0.019522776572668113,0.29094360086767895,0.014642082429501085,3688
Woodside High,01453,NEWPORT NEWS CITY PBLC SCHS,0.8502556610664718,0.32,0.44000000000000006,37,0.6986016354574927,0.17910447761194026,0.6467661691542289,249,NA,NA,NA,NA,0.6423298815101671,0.2467866323907455,0.5269922879177378,0.11568123393316196,389,0.6050018221574344,0.21173469387755103,0.12627551020408162,784,0.5752551020408163,0.6663432242038464,0.42731277533039647,227,0.3656387665198238,0.7018719954755397,0.3184466019417476,0.12427184466019418,515,0.4155339805825243,0.6361000565607977,0.21896162528216703,443,0.11963882618510158,0.5440180586907449,0.6219040501741918,0.23326359832635984,0.553347280334728,0.11610878661087866,1912
Achievable Dream Middle/High,02344,NEWPORT NEWS CITY PBLC SCHS,0.5555555555555556,0,1,3,0.21469387755102043,0.03125,0.96875,35,0.2781065088757397,0,0.9166666666666666,39,0.07680000000000002,0,0.96,0.04,25,0.2028061831153389,0.027586206896551724,0.06896551724137931,145,0.8896551724137931,0.31122448979591844,0,56,0.8214285714285714,0.26434782608695656,0.026086956521739132,0.08695652173913045,115,0.8521739130434782,0.284090909090909,0.045454545454545456,44,0.045454545454545456,0.8409090909090909,0.17034090909090915,0.013636363636363636,0.9090909090909091,0.05,440
Booker T Washington High,01079,NORFOLK CITY PBLC SCHS,0.5486111111111112,0,0.8888888888888888,12,0.5568325981936569,0.04676258992805756,0.8201438848920863,345,NA,NA,NA,NA,0.3956192536506219,0.09302325581395349,0.7674418604651163,0.05813953488372093,86,0.23878715731241898,0.04142011834319527,0.04142011834319527,169,0.8698224852071006,0.39834201296630883,0.12371134020618559,97,0.7628865979381443,0.4319184393686894,0.0693069306930693,0.05940594059405939,101,0.7425742574257426,0.26782024793388426,0.04545454545454546,88,0.034090909090909095,0.8522727272727273,0.3285772066527295,0.0640176600441501,0.8134657836644592,0.05739514348785872,906
Granby High,01098,NORFOLK CITY PBLC SCHS,0.5141354372123602,0.060606060606060594,0.8181818181818181,39,0.7056088965463232,0.11764705882352942,0.6964705882352941,565,NA,NA,NA,NA,0.7019861716651254,0.3793103448275862,0.36398467432950193,0.06513409961685823,261,0.6597477797649367,0.3131115459882583,0.09001956947162426,511,0.4755381604696673,0.6828697452515977,0.453416149068323,483,0.3022774327122153,0.6835944391835206,0.45920303605313095,0.07590132827324478,527,0.29411764705882354,0.6975029726516053,0.3448275862068966,290,0.07931034482758621,0.40344827586206894,0.6395515264766041,0.27688442211055275,0.5170854271356784,0.10150753768844221,1990
Lake Taylor High,01104,NORFOLK CITY PBLC SCHS,0.7265625,0,0.6666666666666666,16,0.6644784580498866,0.06211180124223601,0.7422360248447205,420,NA,NA,NA,NA,0.5012649687974362,0.11688311688311688,0.6883116883116883,0.07792207792207792,77,0.580612244897959,0.13571428571428573,0.13571428571428573,140,0.6142857142857143,0.6190511600237952,0.23170731707317074,164,0.5609756097560976,0.5347728619650082,0.1319796954314721,0.07614213197969544,197,0.6598984771573604,0.5565929330652112,0.19491525423728814,118,0.0847457627118644,0.6271186440677966,0.45918771789334056,0.11247947454844007,0.7200328407224958,0.08210180623973727,1218
Matthew Fontaine Maury High,01117,NORFOLK CITY PBLC SCHS,0.546875,0.2857142857142857,0.7142857142857143,8,0.6397107166337934,0.13999999999999999,0.732,312,NA,NA,NA,NA,0.6252297769416822,0.5049180327868853,0.3344262295081967,0.05245901639344262,305,0.6093012086768591,0.29528535980148884,0.052109181141439205,403,0.543424317617866,0.6254758379594196,0.5191956124314443,547,0.30712979890310793,0.6157780680549925,0.5548098434004475,0.04697986577181208,447,0.25279642058165547,0.647260109844818,0.4551083591331269,323,0.05263157894736842,0.3684210526315789,0.6197283687377284,0.33717404487568226,0.5087932080048514,0.05154639175257732,1649
Norview High,01122,NORFOLK CITY PBLC SCHS,0.7110582639714624,0.14285714285714285,0.7142857142857143,29,0.6977128308715231,0.15632183908045977,0.6436781609195402,534,NA,NA,NA,NA,0.7159723393489625,0.35064935064935066,0.37012987012987014,0.05844155844155844,154,0.5375179901527585,0.17752808988764046,0.0898876404494382,445,0.647191011235955,0.7086197959683529,0.36992840095465396,419,0.36754176610978523,0.7343753945607434,0.39195979899497485,0.10050251256281408,199,0.2814070351758794,0.6832017733564014,0.27205882352941174,272,0.08088235294117647,0.474264705882353,0.6159659465202106,0.22797650827549387,0.5632674853176722,0.09450080085424453,1873
Norfolk Alternative High,02943,NORFOLK CITY PBLC SCHS,NaN,NaN,NaN,0,0.31391200951248516,0.04,0.9600000000000001,29,NA,NA,NA,NA,0.5,0.5,0.5,0,2,0,1,0,1,0,0.4444444444444444,0.6666666666666666,3,0.3333333333333333,NA,NA,NA,NA,NA,0,0,2,0,1,0.1587901701323253,0.08695652173913043,0.9130434782608695,0,23
Northampton High,01155,NORTHAMPTON CO PBLC SCHS,0.4444444444444445,0.3333333333333333,0.6666666666666666,6,0.7364477040816326,0.2065217391304348,0.5434782608695653,112,NA,NA,NA,NA,0.6501479289940828,0.46153846153846156,0.28846153846153844,0.23076923076923078,52,0.624479232420149,0.29213483146067415,0.1853932584269663,178,0.5056179775280899,0.6670249932813761,0.5081967213114754,61,0.19672131147540986,0.6435986159169549,0.47058823529411764,0.35294117647058826,17,0.058823529411764705,0.6428571428571428,0.48214285714285715,56,0.17857142857142858,0.30357142857142855,0.6384137737769235,0.2860310421286031,0.4878048780487805,0.2039911308203991,451
Northern Neck Regional Alternative Ed,02367,NORTHERN NECK REGIONAL ALTERNATIVE ED,0,1,0,1,NA,NA,NA,NA,0.6799999999999999,0.5,0.5,5,0,1,0,0,3,0.4444444444444444,0.6666666666666666,0,3,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4444444444444444,0.6666666666666666,3,0,0.3333333333333333,0.5,0.5,0.5,0,8
Northumberland High,01159,NORTHUMBERLAND CO PBLC SCHS,0,1,0,1,0.735822222222222,0.5172413793103449,0.41379310344827586,75,NA,NA,NA,NA,0.42881944444444453,0.7291666666666666,0.1875,0.0625,48,0.56953125,0.48125,0.03125,160,0.44375,0.30315789473684207,0.8210526315789474,95,0.14736842105263157,0.5051020408163263,0.6785714285714286,0.10714285714285714,28,0.14285714285714285,0.4866272189349112,0.6461538461538462,65,0.03076923076923077,0.3076923076923077,0.548489726045833,0.5498839907192575,0.38283062645011606,0.048723897911832945,431
J.I. Burton High,01162,NORTON CITY PBLC SCHS,0,1,0,2,0.6405613399728385,0.875,0.09375,47,0.08677685950413205,0.9545454545454546,0.045454545454545456,22,0.328125,0.8125,0,0.0625,16,0.38134430727023316,0.7777777777777778,0.07407407407407407,27,0.037037037037037035,0.21760000000000002,0.88,50,0.08,NA,NA,NA,NA,NA,0.1768707482993196,0.9047619047619048,21,0.047619047619047616,0,0.32098765432098764,0.8169934640522876,0.0784313725490196,0.032679738562091505,306
Nottoway High,01942,NOTTOWAY CO PBLC SCHS,0.7353497164461247,0.16666666666666666,0.611111111111111,23,0.6922562425683709,0.48514851485148514,0.4059405940594059,116,NA,NA,NA,NA,0.5008112493239588,0.6744186046511628,0.18604651162790697,0.023255813953488372,43,0.5834120982986768,0.5,0.05434782608695652,92,0.40217391304347827,0.4155092592592594,0.75,72,0.125,NA,NA,NA,NA,NA,0.5947542533081285,0.5108695652173914,92,0.07608695652173914,0.3695652173913043,0.6030900130527884,0.47892074198988194,0.40134907251264756,0.07082630691399663,593
Orange County High,01174,ORANGE CO PBLC SCHS,0.59375,0.8333333333333334,0,8,0.6298861188057865,0.6037735849056605,0.2169811320754717,114,NA,NA,NA,NA,0.3855624894585933,0.7662337662337663,0.15584415584415584,0.03896103896103896,77,0.4811545736136621,0.7015706806282722,0.07591623036649214,382,0.12303664921465969,0.3715254237288136,0.7830508474576271,295,0.09830508474576272,0.37730609006149574,0.7793427230046949,0.046948356807511735,213,0.09859154929577464,0.553116487742349,0.6329113924050633,158,0.06329113924050633,0.17721518987341772,0.4923784963300934,0.6880281690140845,0.15422535211267605,0.06338028169014084,1420
Luray High,01180,PAGE CO PBLC SCHS,0,1,0,1,0.3200754826535056,0.85,0.0875,83,NA,NA,NA,NA,0.13419513696522012,0.9298245614035088,0.017543859649122803,0,57,0.20303310786756856,0.8905660377358491,0.03773584905660377,265,0.026415094339622643,0.12330905306971907,0.9354838709677419,62,0,0,1,0,8,0,0.07396449704142016,0.9615384615384616,26,0,0,0.17975367361019368,0.9042145593869731,0.032567049808429116,0.02681992337164751,522
Page County High,01181,PAGE CO PBLC SCHS,NaN,NaN,NaN,0,0.36793995243757427,0.9108910891089109,0.009900990099009901,116,NA,NA,NA,NA,0.10632810950208293,0.9436619718309859,0,0.056338028169014086,71,0.1532518140284871,0.9180327868852459,0.06147540983606557,244,0.012295081967213116,0.04996712689020377,0.9743589743589743,78,0,0.24489795918367352,0.8571428571428571,0.14285714285714285,7,0,0.12033240997229899,0.9368421052631579,95,0.042105263157894736,0,0.12025152954949003,0.9367088607594937,0.0054249547920434,0.04701627486437613,553
Patrick County High,01188,PATRICK CO PBLC SCHS,0.64,1,0,5,0.5674439871970736,0.8548387096774193,0.04838709677419354,81,0.40274747073993256,0.83206106870229,0.03816793893129772,142,0.27055150884495316,0.8494623655913979,0.043010752688172046,0.06451612903225806,93,0.32352662945795085,0.8152492668621701,0.09090909090909091,341,0.0469208211143695,0.1586703601108035,0.9157894736842105,95,0,0.2692307692307693,0.8461538461538461,0,26,0,0.39703153988868267,0.7662337662337663,77,0.09090909090909091,0.06493506493506493,0.28922716049382724,0.8377777777777777,0.04000000000000001,0.07666666666666666,900
BLANDFORD Alternative School,00648,PETERSBURG CITY PBLC SCHS,NaN,NaN,NaN,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2777777777777777,0.16666666666666666,0,6,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21875,0.125,0.875,0,24
Petersburg High,01198,PETERSBURG CITY PBLC SCHS,0.75,0,1,2,0.36882679584120986,0.012903225806451611,0.9419354838709677,184,NA,NA,NA,NA,0.17626953125,0.03125,0.90625,0.03125,64,0.1297972058478092,0.008361204013377926,0.05016722408026756,598,0.931438127090301,0.14005540166204986,0.02105263157894737,95,0.9263157894736842,0.2721893491124261,0.07692307692307693,0.07692307692307693,13,0.8461538461538461,0.13556851311953352,0.02040816326530612,98,0.04081632653061224,0.9285714285714286,0.13536046371211197,0.015384615384615385,0.9285714285714286,0.046153846153846156,910
Piedmont Alternative,02366,PIEDMONT ALTERNATIVE SCHOOL,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4444444444444445,0.3333333333333333,0.6666666666666666,0,6
Piedmont REG ED/IVY CREEK,02090,Piedmont Regional ED.,0.75,0,1,2,0.8984375,0.5,0.375,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.6,0,5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5919581942226738,0.46987951807228917,0.42168674698795183,0.012048192771084338,83
Chatham High,01210,PITTSYLVANIA CO PBLC SCHS,0.40816326530612246,0.7142857142857143,0.2857142857142857,7,0.7281,0.6333333333333333,0.2733333333333334,200,NA,NA,NA,NA,0.18369371156516556,0.9014084507042254,0.04225352112676056,0.04225352112676056,71,0.44023268905986107,0.7054794520547946,0.03424657534246575,146,0.2465753424657534,0.2290436835891383,0.8701298701298701,77,0.11688311688311688,0.2953174375179546,0.8305084745762712,0.06779661016949153,59,0.1016949152542373,0.286042240587695,0.8333333333333334,66,0.030303030303030304,0.13636363636363635,0.4519023622132165,0.6995073891625616,0.23809523809523808,0.04433497536945813,609
Dan River High,01214,PITTSYLVANIA CO PBLC SCHS,0.8587257617728532,0.4545454545454545,0.4545454545454545,19,0.775689561925365,0.5245901639344261,0.4098360655737705,86,NA,NA,NA,NA,0.4580165289256197,0.6636363636363637,0.3181818181818182,0.01818181818181818,110,0.47083424362535503,0.6424581005586593,0.01675977653631285,179,0.3407821229050279,0.3517169614984391,0.7903225806451613,62,0.14516129032258068,0.3502616189596799,0.7894736842105263,0.03508771929824561,57,0.15789473684210525,0.5114064669708391,0.5985915492957746,142,0.035211267605633804,0.3591549295774648,0.4834270521176264,0.6372688477951636,0.3314366998577525,0.02418207681365576,703
Gretna High,01218,PITTSYLVANIA CO PBLC SCHS,0,1,0,2,0.7038844060799399,0.4482758620689655,0.5172413793103449,73,NA,NA,NA,NA,0.36053719008264473,0.7727272727272727,0.20454545454545456,0.022727272727272728,44,0.49931321540062434,0.6,0.025806451612903226,155,0.3741935483870968,0.2455381287182261,0.8604651162790697,86,0.11627906976744186,0.42850410029220476,0.7087378640776699,0.019417475728155338,103,0.2621359223300971,0.481211700774656,0.6666666666666666,93,0.043010752688172046,0.2688172043010753,0.4898481962867676,0.6435452793834296,0.30828516377649323,0.017341040462427744,519
Tunstall High,01227,PITTSYLVANIA CO PBLC SCHS,0,1,0,1,0.6474609375,0.72,0.24,128,NA,NA,NA,NA,0.3461619942094484,0.7983193277310925,0.11764705882352941,0.04201680672268908,119,0.30818132916035,0.8181818181818182,0.027972027972027972,143,0.14685314685314685,0.19813366009991507,0.8932038834951457,103,0.04854368932038835,0.21253188775510212,0.8839285714285714,0.026785714285714284,112,0.07142857142857142,0.4678702184067669,0.7078651685393258,89,0.056179775280898875,0.15730337078651685,0.3334524186222172,0.8061767838125665,0.11821086261980832,0.04579339723109691,939
Regional Alternative School,99999,PITTSYLVANIA CO PBLC SCHS,NaN,NaN,NaN,0,0.71900826446281,0.625,0.37499999999999994,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21875,0.875,0,8,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,2,0,0.5,0.5215485756026295,0.6486486486486487,0.22522522522522523,0.009009009009009009,111
