School,SCHID,course,trackedness,dindex,pctblack,pctlatinx,pctwhite,schpctblack,schpctlatinx,schpctwhite,id,LEA,schoolsum,division,d_index,urban,mostly,rural,Expenditure_per_pupil,census,pct_frpl,schpop,discrepancy_black,discrepancy_latinx
Nandua High,02003,bio,1.6153846153846154,0.6378676470588234,0.41911764705882354,0.16911764705882354,0.39705882352941174,0.35765379113018597,0.16452074391988558,0.4606580829756796,1,ACCOMACK CO PBLC SCHS,136,2,0.661955942301923,0,0,1,11844,33164,0.5206770532794768,699,0.06146385592863757,0.004596903138937958
Nandua High,02003,gate,1.6153846153846154,0.46242643730194655,0.1595744680851064,0,0.7021276595744681,0.35765379113018597,0.16452074391988558,0.4606580829756796,1,ACCOMACK CO PBLC SCHS,94,2,0.661955942301923,0,0,1,11844,33164,0.5206770532794768,699,-0.19807932304507958,-0.16452074391988558
Nandua High,02003,apany,1.6153846153846154,0.3692033293697977,0.15517241379310345,0.06896551724137931,0.7758620689655172,0.35765379113018597,0.16452074391988558,0.4606580829756796,1,ACCOMACK CO PBLC SCHS,58,2,0.661955942301923,0,0,1,11844,33164,0.5206770532794768,699,-0.20248137733708252,-0.09555522667850627
Nandua High,02003,alg2,1.6153846153846154,0.6228,0.27,0.21,0.51,0.35765379113018597,0.16452074391988558,0.4606580829756796,1,ACCOMACK CO PBLC SCHS,100,2,0.661955942301923,0,0,1,11844,33164,0.5206770532794768,699,-0.08765379113018595,0.04547925608011441
Arcadia High,02028,alg11112,1.6153846153846154,0.75,0,0,0,0.39646869983948635,0.24719101123595505,0.33547351524879615,1,ACCOMACK CO PBLC SCHS,4,2,0.661955942301923,0,0,1,11844,33164,0.5206770532794768,623,-0.39646869983948635,-0.24719101123595505
Arcadia High,02028,alg10910,1.6153846153846154,0.8539094650205762,0.41666666666666663,0,0.2916666666666667,0.39646869983948635,0.24719101123595505,0.33547351524879615,1,ACCOMACK CO PBLC SCHS,108,2,0.661955942301923,0,0,1,11844,33164,0.5206770532794768,623,0.02019796682718028,-0.24719101123595505
Arcadia High,02028,chem,1.6153846153846154,0.6701051378694703,0.36619718309859156,0.2676056338028169,0.352112676056338,0.39646869983948635,0.24719101123595505,0.33547351524879615,1,ACCOMACK CO PBLC SCHS,71,2,0.661955942301923,0,0,1,11844,33164,0.5206770532794768,623,-0.03027151674089479,0.02041462256686183
Arcadia High,02028,bio,1.6153846153846154,0.659883338450068,0.41721854304635764,0.2847682119205298,0.2913907284768212,0.39646869983948635,0.24719101123595505,0.33547351524879615,1,ACCOMACK CO PBLC SCHS,151,2,0.661955942301923,0,0,1,11844,33164,0.5206770532794768,623,0.020749843206871288,0.03757720068457476
Arcadia High,02028,gate,1.6153846153846154,0.3757356269805342,0.19148936170212766,0,0.7659574468085106,0.39646869983948635,0.24719101123595505,0.33547351524879615,1,ACCOMACK CO PBLC SCHS,47,2,0.661955942301923,0,0,1,11844,33164,0.5206770532794768,623,-0.2049793381373587,-0.24719101123595505
Arcadia High,02028,apany,1.6153846153846154,0.6419753086419753,0.22222222222222224,0.3333333333333333,0.4444444444444444,0.39646869983948635,0.24719101123595505,0.33547351524879615,1,ACCOMACK CO PBLC SCHS,9,2,0.661955942301923,0,0,1,11844,33164,0.5206770532794768,623,-0.1742464776172641,0.08614232209737827
Arcadia High,02028,alg2,1.6153846153846154,0.6729925517804306,0.32323232323232326,0.24242424242424243,0.40404040404040403,0.39646869983948635,0.24719101123595505,0.33547351524879615,1,ACCOMACK CO PBLC SCHS,99,2,0.661955942301923,0,0,1,11844,33164,0.5206770532794768,623,-0.07323637660716309,-0.004766768811712618
Albemarle High,00015,alg11112,2.923076923076923,0.8888888888888887,0.35714285714285715,0,0.07142857142857144,0.14594866633115253,0.12934071464519376,0.5863110216406643,2,ALBEMARLE CO PBLC SCHS,24,5,0.5401779720168203,1,0,0,14644,99010,0.30298464629071603,1987,0.21119419081170462,-0.12934071464519376
Albemarle High,00015,alg10910,2.923076923076923,0.8811741348140496,0.29257641921397376,0,0.3624454148471616,0.14594866633115253,0.12934071464519376,0.5863110216406643,2,ALBEMARLE CO PBLC SCHS,352,5,0.5401779720168203,1,0,0,14644,99010,0.30298464629071603,1987,0.14662775288282123,-0.12934071464519376
