LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_MATHCLASSES_ALG2,SCH_MATHCERT_ALG2,SCH_ALG2_HI_M,SCH_ALG2_HI_F,SCH_ALG2_AM_M,SCH_ALG2_AM_F,SCH_ALG2_AS_M,SCH_ALG2_AS_F,SCH_ALG2_HP_M,SCH_ALG2_HP_F,SCH_ALG2_BL_M,SCH_ALG2_BL_F,SCH_ALG2_WH_M,SCH_ALG2_WH_F,SCH_ALG2_TR_M,SCH_ALG2_TR_F,TOT_ALG2_M,TOT_ALG2_F,SCH_ALG2_LEP_M,SCH_ALG2_LEP_F,SCH_ALG2_IDEA_M,SCH_ALG2_IDEA_F
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,344,Providence Middle,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,345,Reams Road Elementary,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,346,Robious Elementary,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,347,Robious Middle,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,348,Salem Church Elementary,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,349,Salem Church Middle,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,350,Thomas Dale High,5.10084E+11,No,17,17,12,34,0,0,7,9,1,0,45,75,92,111,6,9,163,238,0,0,6,5
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,462,Alberta Smith Elementary,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,762,Bettie Weaver Elementary,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,766,James River High,5.10084E+11,No,17,17,24,27,0,0,11,7,0,0,23,25,141,123,9,11,208,193,4,2,12,3
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,1086,Marguerite F. Christian Elementary,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,1605,Carver College and Career Academy,5.10084E+11,No,2,2,2,2,0,0,0,0,0,0,4,5,4,1,2,1,12,9,1,0,1,1
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,1833,Monacan High,5.10084E+11,No,13,13,22,16,0,0,7,3,0,1,34,35,72,60,5,8,140,123,0,0,10,8
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,1834,Swift Creek Middle,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,1835,W.W. Gordon Elementary,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,1903,Spring Run Elementary,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,1989,O.B. Gates Elementary,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,1990,Swift Creek Elementary,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,2006,Midlothian High,5.10084E+11,No,15,15,7,12,0,1,5,11,0,0,10,13,140,136,13,7,175,180,0,0,9,10
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,2055,Clover Hill Elementary,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,2056,Providence Elementary,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,2097,Evergreen Elementary,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,2098,Jacobs Road Elementary,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,2099,Thelma Crenshaw Elementary,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,2176,Woolridge Elementary,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,2177,Ecoff Elementary,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,2661,Cosby High,5.10084E+11,No,23,23,18,20,1,0,6,6,0,0,35,30,191,177,13,9,264,242,0,0,16,17
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,2754,Tomahawk Creek Middle,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,2767,Elizabeth Davis Middle,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,2779,Elizabeth Scott Elementary,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,2780,Winterpock Elementary,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,2983,Academy 360,5.10084E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,3040,CCPS Online,5.10084E+11,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,3041,Phoenix Center,5.10084E+11,No,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
VA,VIRGINIA,5100870,CLARKE CO PBLC SCHS,352,Boyce Elementary,5.10087E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100870,CLARKE CO PBLC SCHS,353,Johnson-Williams Middle,5.10087E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100870,CLARKE CO PBLC SCHS,354,D.G. Cooley Elementary,5.10087E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100870,CLARKE CO PBLC SCHS,2100,Clarke County High,5.10087E+11,No,6,6,3,5,0,0,0,0,0,0,6,0,53,54,9,5,71,64,1,1,6,1
VA,VIRGINIA,5100930,COLONIAL BEACH PBLC SCHS,1956,Colonial Beach Elementary,5.10093E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100930,COLONIAL BEACH PBLC SCHS,1957,Colonial Beach High,5.10093E+11,No,2,2,0,0,0,0,0,0,0,0,1,2,5,8,1,0,7,10,0,0,0,0
VA,VIRGINIA,5100960,COLONIAL HEIGHTS CITY PBLC SCHS,361,Colonial Heights High,5.10096E+11,No,7,7,6,1,0,0,3,2,0,0,6,13,52,47,1,5,68,68,4,1,13,2
VA,VIRGINIA,5100960,COLONIAL HEIGHTS CITY PBLC SCHS,362,Colonial Heights Middle,5.10096E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100960,COLONIAL HEIGHTS CITY PBLC SCHS,364,Lakeview Elementary,5.10096E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100960,COLONIAL HEIGHTS CITY PBLC SCHS,365,North Elementary,5.10096E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100960,COLONIAL HEIGHTS CITY PBLC SCHS,366,Tussing Elementary,5.10096E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100990,COVINGTON CITY PBLC SCHS,367,Covington High,5.10099E+11,No,2,2,2,0,0,0,0,0,0,0,6,2,8,15,0,0,16,17,1,0,0,2
VA,VIRGINIA,5100990,COVINGTON CITY PBLC SCHS,368,Edgemont Primary,5.10099E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5100990,COVINGTON CITY PBLC SCHS,369,Jeter-Watson Intermediate,5.10099E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101020,CRAIG CO PBLC SCHS,372,McCleary Elementary,5.10102E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101020,CRAIG CO PBLC SCHS,2111,Craig County High,5.10102E+11,No,2,2,0,1,0,0,0,0,0,0,0,0,19,29,0,0,19,30,0,0,2,1
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,374,A.G. Richardson Elementary,5.10105E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,376,Culpeper County High,5.10105E+11,No,12,12,20,23,1,1,1,4,0,0,9,15,73,102,8,2,112,147,2,0,2,2
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,377,Culpeper Middle,5.10105E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,378,Farmington Elementary,5.10105E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,380,Pearl Sample Elementary,5.10105E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,382,Sycamore Park Elementary,5.10105E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,1612,Emerald Hill Elementary,5.10105E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,1958,Floyd T. Binns Middle,5.10105E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,1959,Galbreath-Marshall Building,5.10105E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,2748,Yowell Elementary,5.10105E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,2758,Eastern View High,5.10105E+11,No,13,13,17,27,1,0,0,4,0,0,13,18,84,66,6,11,121,126,6,6,3,1
VA,VIRGINIA,5101080,CUMBERLAND CO PBLC SCHS,57,Cumberland High,5.10108E+11,No,5,5,1,2,0,0,0,0,0,0,16,14,18,21,1,2,36,39,0,0,5,1
VA,VIRGINIA,5101080,CUMBERLAND CO PBLC SCHS,58,Cumberland Middle,5.10108E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101080,CUMBERLAND CO PBLC SCHS,383,Cumberland Elementary,5.10108E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,268,Schoolfield Elementary,5.10111E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,388,Forest Hills Elementary,5.10111E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,389,G.L.H. Johnson Elementary,5.10111E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,390,George Washington High,5.10111E+11,No,9,8,7,8,0,0,1,1,0,0,42,56,15,14,0,1,65,80,1,0,4,2
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,391,Grove Park Preschool,5.10111E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,394,O. Trent Bonner Middle,5.10111E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,395,Park Avenue Elementary,5.10111E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,398,Woodberry Hills Elementary,5.10111E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,1233,Westwood Middle,5.10111E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,2261,Galileo Magnet High,5.10111E+11,No,6,2,2,2,0,0,2,2,0,0,11,26,17,25,2,0,34,55,2,0,0,0
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,2872,The Northside Preschool,5.10111E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,2960,Edwin A. Gibson Elementary,5.10111E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101140,DICKENSON CO PBLC SCHS,401,Clintwood Elementary,5.10114E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101140,DICKENSON CO PBLC SCHS,404,Ervinton Elementary,5.10114E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101140,DICKENSON CO PBLC SCHS,408,Sandlick Elementary,5.10114E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101140,DICKENSON CO PBLC SCHS,2981,Ridgeview High School,5.10114E+11,No,5,5,0,0,0,0,0,0,0,0,0,0,47,49,0,0,47,49,0,0,0,1
VA,VIRGINIA,5101140,DICKENSON CO PBLC SCHS,2982,Ridgeview Middle School,5.10114E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,409,Dinwiddie County Middle,5.10117E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,410,Dinwiddie County High,5.10117E+11,No,13,12,6,4,1,1,0,2,1,0,31,54,61,94,5,9,105,164,0,0,9,2
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,411,Dinwiddie Elementary,5.10117E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,414,Midway Elementary,5.10117E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,416,Sutherland Elementary,5.10117E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,417,Southside Elementary,5.10117E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,418,Sunnyside Elementary,5.10117E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101200,ESSEX CO PBLC SCHS,419,Essex High,5.1012E+11,No,3,3,1,1,0,0,0,1,0,0,9,20,16,14,0,2,26,38,0,0,0,0
VA,VIRGINIA,5101200,ESSEX CO PBLC SCHS,420,Essex Intermediate,5.1012E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101200,ESSEX CO PBLC SCHS,421,Tappahannock Elementary,5.1012E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,59,Chantilly High,5.10126E+11,No,30,30,47,49,0,0,117,129,0,0,16,17,132,145,7,13,319,353,22,10,59,27
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,61,Belvedere Elementary,5.10126E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,73,Bren Mar Park Elementary,5.10126E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,86,Stone Middle,5.10126E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,88,Waples Mill Elementary,5.10126E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,422,Fairfax County Adult High,5.10126E+11,No,4,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,1,0,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,423,Annandale High,5.10126E+11,No,20,19,80,75,0,0,48,44,0,1,36,30,35,25,1,5,200,180,24,28,23,20
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,424,Annandale Terrace Elementary,5.10126E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,426,Bailey's Elementary,5.10126E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,428,Beech Tree Elementary,5.10126E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,429,Belle View Elementary,5.10126E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,431,Braddock Elementary,5.10126E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,433,Brookfield Elementary,5.10126E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,435,Bucknell Elementary,5.10126E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,438,Bush Hill Elementary,5.10126E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,439,Camelot Elementary,5.10126E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,440,Cameron Elementary,5.10126E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,441,Canterbury Woods Elementary,5.10126E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,442,Cardinal Forest Elementary,5.10126E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,448,Chesterbrook Elementary,5.10126E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,449,Churchill Road Elementary,5.10126E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,450,Clermont Elementary,5.10126E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,452,Columbia Elementary,5.10126E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,453,Cooper Middle,5.10126E+11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
